2019-06-24 13:10:29.227003: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX512F
2019-06-24 13:10:30.317469: E tensorflow/stream_executor/cuda/cuda_driver.cc:406] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-06-24 13:10:30.317531: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:158] retrieving CUDA diagnostic information for host: SR760-GPU-7
2019-06-24 13:10:30.317542: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:165] hostname: SR760-GPU-7
2019-06-24 13:10:30.317604: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:189] libcuda reported version is: 410.48.0
2019-06-24 13:10:30.317668: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:193] kernel reported version is: 410.48.0
2019-06-24 13:10:30.317676: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:300] kernel version seems to match DSO: 410.48.0
fo of lammps module:
  use deepmd-kit at:  /sharedext4/local/deepmd-kit-0.12.4
  source:             v0.12.4-1-ge3cd911-dirty
  source branch:      master
  source commit:      e3cd911
  source commit at:   2019-02-07 10:22:13 +0800
  build float prec:   double
  build with tf inc:  /sharedext4/local/tensorflow/r1.8.gpu.cc/include
  build with tf lib:  /sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_cc.so;/sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_framework.so
  >>> Info of model(s):
  using   4 model(s): ../graph.002.pb ../graph.003.pb ../graph.000.pb ../graph.001.pb 
  rcut in model:      5
  ntypes in model:    2
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.949 | 3.949 | 3.949 Mbytes
     130    225.83465    -23.94622   0.11676568   -23.829455    575.60904    958.62215    9.6932699    10.037443    9.8526725  -0.10340079  -0.24896764  -0.22820882 
     140    194.48456   -23.922278   0.10055641   -23.821722    720.09055    957.06041    9.6880031     10.03199    9.8473191  -0.10334461  -0.24883236  -0.22808482 
     150    170.35617   -23.932417  0.088081053   -23.844336    619.18223    955.57916    9.6830025    10.026811    9.8422362  -0.10329127  -0.24870393  -0.22796709 
     160    176.11294   -23.962835  0.091057536   -23.871777    171.22838    954.12587    9.6780912    10.021726    9.8372442  -0.10323888  -0.24857778  -0.22785146 
     170    113.79074   -23.946557  0.058834429   -23.887722   -115.15496    952.46673    9.6724781    10.015913    9.8315388    -0.103179  -0.24843361  -0.22771931 
     180    96.232844   -23.954688  0.049756285   -23.904932     -254.243    950.51127    9.6658542    10.009054     9.824806  -0.10310834  -0.24826348  -0.22756337 
     190    60.948245   -23.947107  0.031512716   -23.915595   -397.49935    948.27959    9.6582836    10.001215    9.8171108  -0.10302758  -0.24806903  -0.22738513 
     200    81.402591   -23.966352  0.042088443   -23.924264   -437.80063    945.70519    9.6495355    9.9921561    9.8082189  -0.10293427  -0.24784434  -0.22717918 
     210    72.838435   -23.966477  0.037660427   -23.928816   -382.55756    942.77389    9.6395553    9.9818216    9.7980746   -0.1028278    -0.247588  -0.22694421 
     220    94.485332   -23.981716  0.048852751   -23.932863   -283.91101    939.47786    9.6283086    9.9701756    9.7866429  -0.10270783  -0.24729914  -0.22667943 
     230    95.797637   -23.984392  0.049531266    -23.93486   -29.016609    935.77791    9.6156522    9.9570698    9.7737784  -0.10257282  -0.24697406  -0.22638146 
     240    85.108957   -23.976751  0.044004785   -23.932747    247.78946    931.69989    9.6016639    9.9425848    9.7595601  -0.10242361  -0.24661478  -0.22605213 
     250    72.468295   -23.964591  0.037469049   -23.927122    465.76816    927.24895    9.5863497    9.9267269    9.7439941  -0.10226025  -0.24622144  -0.22569159 
     260    52.010071   -23.946923  0.026891317   -23.920032    668.27204    922.37164    9.5695122    9.9092915    9.7268796  -0.10208063  -0.24578897  -0.22529519 
     270    74.745623   -23.955952   0.03864652   -23.917305    696.43959    917.08134    9.5511816    9.8903101    9.7082476   -0.1018851  -0.24531816  -0.22486363 
     280    83.276024   -23.961621  0.043057084   -23.918564    585.46182    911.32704    9.5311631    9.8695808       9.6879  -0.10167156    -0.244804  -0.22439233 
     290     123.0227   -23.983204   0.06360773   -23.919596     450.6877    905.04842    9.5092242    9.8468629    9.6656003  -0.10143753   -0.2442405  -0.22387583 
     300    113.34994    -23.97189  0.058606517   -23.913284    186.21304    898.23044    9.4852855    9.8220742    9.6412679  -0.10118217  -0.24362565  -0.22331224 
     310    106.90506   -23.954664  0.055274255    -23.89939   -78.936605     890.7901    9.4590229    9.7948792    9.6145734  -0.10090202   -0.2429511  -0.22269394 
     320     89.37282    -23.93319  0.046209375   -23.886981   -308.76184    882.64012    9.4300871     9.764916    9.5851618  -0.10059335   -0.2422079   -0.2220127 
     330    118.71644   -23.943573  0.061381219   -23.882192   -701.50049    873.77419    9.3984064    9.7321104    9.5529601   -0.1002554  -0.24139419  -0.22126684 
     340    141.61969   -23.955064  0.073223129   -23.881841   -980.86067    864.06491    9.3634654    9.6959287    9.5174444 -0.099882677  -0.24049675  -0.22044422 
     350    161.63862   -23.964459  0.083573724   -23.880886   -1110.7065    853.45378    9.3249781    9.6560749    9.4783243 -0.099472122  -0.23950822  -0.21953812 
     360    178.79839   -23.964632  0.092446022   -23.872186   -1102.2093    841.89117    9.2826748    9.6122695    9.4353253 -0.099020861  -0.23842168  -0.21854217 
     370    120.98726   -23.928545  0.062555321    -23.86599   -667.17284    829.25749    9.2360077    9.5639454    9.3878908  -0.09852305  -0.23722305  -0.21744348 
     380    124.32524   -23.928655  0.064281195   -23.864374   -216.48641    815.58732    9.1849749    9.5111006    9.3360187 -0.097978669  -0.23591229  -0.21624202 
     390    120.55093   -23.934623  0.062329722   -23.872294    166.29741    800.86629    9.1293773     9.453529    9.2795069 -0.097385595  -0.23448429  -0.21493308 
     400    131.85385   -23.956117  0.068173793   -23.887943    568.85898    785.05677    9.0689047    9.3909092    9.2180399 -0.096740517  -0.23293108  -0.21350938 
     410    116.89823   -23.967793   0.06044113   -23.907352    765.84768    768.18906    9.0034825    9.3231641    9.1515418 -0.096042639  -0.23125073  -0.21196914 
     420    109.88521   -23.979684  0.056815113   -23.922869    921.16189    750.20681     8.932674    9.2498415    9.0795689 -0.095287306  -0.22943205  -0.21030209 
     430    78.802701   -23.972278  0.040744194   -23.931533    984.79363     731.1259    8.8562909    9.1707463    9.0019297 -0.094472506  -0.22747018  -0.20850381 
     440    56.643474     -23.9665  0.029286974   -23.937213    790.15588    710.99988      8.77427    9.0858131    8.9185599 -0.093597566  -0.22536351  -0.20657278 
     450    54.647826   -23.970255  0.028255144      -23.942    471.68198    689.85981    8.6864322    8.9948564    8.8292776 -0.092660576  -0.22310743  -0.20450482 
     460    45.209251    -23.96961  0.023375018   -23.946235    71.754968    667.77481    8.5927299    8.8978272    8.7340345 -0.091661029  -0.22070073  -0.20229878 
     470     63.17955   -23.982146  0.032666391    -23.94948   -435.97074    644.85139    8.4932589    8.7948243    8.6329277 -0.090599944  -0.21814585  -0.19995694 
     480    61.934387   -23.981234  0.032022591   -23.949211   -874.31756    621.20321    8.3881409    8.6859739     8.526081  -0.08947862  -0.21544594  -0.19748214 
     490    71.950647    -23.98428  0.037201404   -23.947078   -1193.3789    596.99106    8.2777142    8.5716263    8.4138384 -0.088300668  -0.21260968  -0.19488236 
     500    54.956255   -23.970306  0.028414614   -23.941891   -1385.5538    572.38562    8.1623909    8.4522084    8.2966187 -0.087070483  -0.20964765  -0.19216731 
     510    62.133796   -23.968881  0.032125694   -23.936756    -1295.442    547.54847    8.0425791    8.3281425    8.1748367 -0.085792418  -0.20657033  -0.18934658 
     520    56.239809    -23.95856  0.029078264   -23.929482   -900.67421    522.66416    7.9188489    8.2000191    8.0490718 -0.084472553  -0.20339237  -0.18643359 
     530    67.751353   -23.957281  0.035030199    -23.92225   -344.01106    497.93367    7.7919289    8.0685926    7.9200646 -0.083118663  -0.20013248  -0.18344551 
     540    90.970751   -23.963925   0.04703557   -23.916889     382.0803    473.53753    7.6625376    7.9346071    7.7885455  -0.08173841  -0.19680912  -0.18039925 
     550    102.91416    -23.96573  0.053210795   -23.912519    1167.9851     449.6498    7.5314619    7.7988773    7.6553143 -0.080340189  -0.19344249  -0.17731333 
     560    139.07736   -23.983849  0.071908641    -23.91194    1861.5933       426.42    7.3994654     7.662194    7.5211471 -0.078932145  -0.19005222  -0.17420574 
     570    134.06383   -23.975048  0.069316439   -23.905731      2538.54    403.97155     7.267272    7.5253069    7.3867798 -0.077522001  -0.18665688  -0.17109351 
     580    140.50993   -23.967556  0.072649337   -23.894907    2921.9087    382.42289    7.1356867    7.3890496    7.2530307 -0.076118345  -0.18327717  -0.16799559 
     590    84.095092   -23.925281  0.043480575   -23.881801    2778.9642    361.85528    7.0053976    7.2541343     7.120599 -0.074728515  -0.17993075  -0.16492819 
     600    93.377362   -23.928792  0.048279886   -23.880512    1906.5342    342.30503    6.8768927    7.1210666    6.9899809 -0.073357717  -0.17663015   -0.1619028 
     610    96.639548   -23.937272  0.049966568   -23.887305    249.95618    323.79309    6.7506203    6.9903107     6.861632 -0.072010735   -0.1733869  -0.15892997 
     620    133.50147   -23.963693  0.069025675   -23.894668   -1758.4481     306.4159      6.62763    6.8629535    6.7366191 -0.070698763  -0.17022794   -0.1560344 
     630    147.90021   -23.973374  0.076470412   -23.896904   -3776.9381    290.43211    6.5103254    6.7414839    6.6173855 -0.069447443  -0.16721502   -0.1532727 
     640    139.47023    -23.96642  0.072111768   -23.894308   -5469.5215    275.83557    6.3993801    6.6265993    6.5046158 -0.068263959  -0.16436544  -0.15066071 
     650    125.34437   -23.956488  0.064808127    -23.89168   -5526.2894    262.64123    6.2956724    6.5192093    6.3992026  -0.06715768  -0.16170175  -0.14821912 
     660    88.225841   -23.932545   0.04561634   -23.886929   -4182.4367    252.47061    6.2133349    6.4339483    6.3155111 -0.066279363  -0.15958695  -0.14628065 
     670    102.33712   -23.938272  0.052912445    -23.88536   -2680.3574    247.45495     6.171914    6.3910567    6.2734091 -0.065837515  -0.15852307  -0.14530548 
     680     89.58195   -23.934099  0.046317503   -23.887781   -762.75779    247.66282    6.1736417    6.3928457    6.2751652 -0.065855945  -0.15856744  -0.14534615 
     690    99.435768   -23.944885  0.051412327   -23.893473    1251.6142    252.20845    6.2111836    6.4317206    6.3133244 -0.066256414  -0.15953169     -0.14623 
     700    71.539509   -23.939938  0.036988829    -23.90295    3534.6435    260.47374    6.2783058    6.5012261    6.3815505 -0.066972426   -0.1612557  -0.14781026 
     710    95.508356   -23.963821  0.049381696   -23.914439     4634.552    273.23329    6.3791922    6.6056946    6.4840959 -0.068048609  -0.16384692  -0.15018543 
     720    86.460037   -23.967918  0.044703348   -23.923215    4916.1202    289.97333    6.5068956    6.7379323    6.6138993 -0.069410856  -0.16712693  -0.15319195 
     730    98.043704    -23.97499  0.050692573   -23.924298     4631.907    309.40483      6.64911    6.8851962    6.7584524 -0.070927896  -0.17077965  -0.15654011 
     740    86.630174    -23.96411  0.044791316   -23.919318    4095.3331    330.03361    6.7937132    7.0349338    6.9054336 -0.072470419  -0.17449372   -0.1599445 
     750    82.561891   -23.957869  0.042687848   -23.915181    2943.9893    351.46874    6.9377192    7.1840529    7.0518077 -0.074006571  -0.17819246  -0.16333484 
     760    92.113112   -23.959977  0.047626217   -23.912351    1458.9633    373.56739    7.0801774    7.3315693    7.1966086 -0.075526212  -0.18185144  -0.16668873 
     770    87.425877    -23.95562  0.045202726   -23.910417   -8.8684009    396.19367    7.2203292    7.4766973    7.3390651  -0.07702125  -0.18545118  -0.16998833 
     780    98.584921   -23.958987  0.050972405   -23.908015   -1446.4879    419.21858    7.3575743    7.6188156    7.4785672 -0.078485282  -0.18897626   -0.1732195 
     790    80.361206   -23.943943  0.041550005   -23.902393   -2533.6864     442.4982    7.4913195    7.7573096    7.6145118 -0.079911979  -0.19241145  -0.17636826 
     800    114.40667   -23.956155  0.059152889   -23.897002   -3065.7609    465.89832    7.6211095    7.8917079    7.7464361 -0.081296484  -0.19574505  -0.17942391 
     810    105.04086   -23.940828  0.054310387   -23.886518   -3151.4499    489.31124    7.7466907    8.0217481    7.8740824 -0.082636094  -0.19897056  -0.18238047 
     820     138.7717   -23.942293  0.071750601   -23.870542   -2641.6101    512.61795    7.8677839    8.1471409     7.997167 -0.083927828  -0.20208078  -0.18523137 
     830    139.09453   -23.909469  0.071917515   -23.837552   -1573.0738    535.71734    7.9842302    8.2677218    8.1155283 -0.085169994  -0.20507166  -0.18797287 
     840    196.31136   -23.914735   0.10150094   -23.813234   -522.40662     558.5749    8.0962074    8.3836749    8.2293468 -0.086364485  -0.20794775  -0.19060915 
     850    259.13772   -23.940821   0.13398472   -23.806836    682.14537    581.12477    8.2037222    8.4950072    8.3386297 -0.087511376  -0.21070922  -0.19314037 
     860     268.3492    -23.94601   0.13874743   -23.807263    1803.9372    603.38497    8.3071614    8.6021191    8.4437699  -0.08861479  -0.21336601  -0.19557564 
     870    199.84696   -23.888195   0.10332899   -23.784866    2534.4987    625.35653    8.4067935    8.7052888    8.5450404 -0.089677593  -0.21592502  -0.19792128 
     880    128.35814   -23.858964  0.066366366   -23.792598     2426.909    647.05536     8.502924    8.8048325    8.6427518 -0.090703044   -0.2183941  -0.20018448 
     890    201.89406   -23.938534   0.10438742   -23.834147    1439.7102    668.44111    8.5955869    8.9007856    8.7369385 -0.091691505  -0.22077411  -0.20236605 
     900    191.01696   -23.961273  0.098763519    -23.86251    212.14322    689.41026    8.6845449    8.9929022    8.8273594 -0.092640444  -0.22305896  -0.20446039 
     910    197.16946   -23.972345   0.10194461     -23.8704   -760.38578    709.83372    8.7694703    9.0808429    8.9136813 -0.093546366  -0.22524023  -0.20645979 
     920    130.33188   -23.936526  0.067386872   -23.869139   -1371.9798    729.64284    8.8502987    9.1645413    8.9958389 -0.094408585  -0.22731627  -0.20836273 
     930     81.88448   -23.914707  0.042337599   -23.872369   -1748.0545    748.81824    8.9271594     9.244131    9.0739636  -0.09522848  -0.22929041  -0.21017226 
     940    70.071807   -23.917767  0.036229968   -23.881537   -1786.7629    767.32493    9.0001052    9.3196669     9.148109 -0.096006614  -0.23116399  -0.21188963 
     950    79.996368   -23.936107  0.041361368   -23.894746   -1574.5566    785.17922    9.0693762    9.3913975    9.2185191 -0.096745546  -0.23294319  -0.21352048 
     960    126.89175   -23.973686  0.065608182   -23.908078   -1185.0939    802.39958    9.1351998    9.4595582    9.2854251 -0.097447705  -0.23463384  -0.21507016 
     970    121.45424   -23.979306  0.062796772   -23.916509   -523.34567    818.98603    9.1977157    9.5242939    9.3489691 -0.098114579  -0.23623954  -0.21654198 
     980    120.33314   -23.980958  0.062217118   -23.918741    199.50838    835.01301    9.2573262    9.5860208    9.4095598  -0.09875046  -0.23777061  -0.21794538 
     990    70.771101   -23.952177  0.036591531   -23.915585    812.38523     850.5494    9.3143882    9.6451089    9.4675602 -0.099359156  -0.23923622   -0.2192888 
    1000     62.21322    -23.94415   0.03216676   -23.911983    1286.8068    865.63019     9.369116      9.70178     9.523188 -0.099942954  -0.24064188  -0.22057726 
    1010    51.008362   -23.939227  0.026373393   -23.912853    1468.6522    880.30569    9.4217661    9.7562995     9.576704  -0.10050459  -0.24199418   -0.2218168 
    1020    71.833659    -23.95602  0.037140917   -23.918879    1359.2272     894.6053    9.4725078    9.8088429    9.6282801  -0.10104586  -0.24329746  -0.22301141 
    1030    92.930035   -23.973309  0.048048599   -23.925261    1065.7652    908.53202    9.5214092    9.8594806    9.6779856  -0.10156751  -0.24455347   -0.2241627 
    1040    98.146882   -23.979137  0.050745921   -23.928391    584.51713    922.11007    9.5686075    9.9083546      9.72596  -0.10207098  -0.24576574  -0.22527389 
    1050     108.9533   -23.982495  0.056333276   -23.926161    64.071635    935.29947    9.6140132    9.9553726    9.7721124  -0.10255534  -0.24693196  -0.22634287 
    1060    84.698416   -23.964425  0.043792518   -23.920633    -356.4593    948.05135    9.6575086    10.000412    9.8163231  -0.10301932  -0.24804913  -0.22736689 
    1070    84.913826   -23.957561  0.043903894   -23.913657   -738.63003    960.36636    9.6991453    10.043527    9.8586445  -0.10346347  -0.24911855  -0.22834714 
    1080    48.150275   -23.929211  0.024895646   -23.904315   -970.55927    972.21095     9.738857    10.084649    9.8990092  -0.10388708  -0.25013853  -0.22928207 
    1090    84.154061   -23.941316  0.043511065   -23.897805     -1037.86    983.55782    9.7765986    10.123731    9.9373715  -0.10428968   -0.2511079  -0.23017062 
    1100    103.69225   -23.942659  0.053613102   -23.889046    -964.7751    994.41803    9.8124505    10.160856     9.973813  -0.10467213  -0.25202875  -0.23101469 
    1110    156.87013   -23.965815  0.081108222   -23.884706   -590.58568    1004.7219    9.8462255     10.19583    10.008143  -0.10503241  -0.25289624  -0.23180985 
    1120    162.26221   -23.949556  0.083896146    -23.86566   -19.429216     1014.558    9.8782521    10.228994    10.040697  -0.10537405  -0.25371883  -0.23256385 
    1130    142.67653   -23.918089  0.073769558   -23.844319    475.23954    1024.0292    9.9088958    10.260725    10.071844  -0.10570093   -0.2545059   -0.2332853 
    1140    153.85869   -23.916689  0.079551189   -23.837138    854.15538    1033.2064    9.9384086    10.291286    10.101842  -0.10601576  -0.25526393  -0.23398012 
    1150    189.87728   -23.939799  0.098174258   -23.841625    781.67703    1042.2321    9.9672642    10.321166    10.131173  -0.10632357  -0.25600507  -0.23465947 
    1160    213.81695   -23.950939   0.11055204   -23.840387    610.27346    1051.0212    9.9952034    10.350098    10.159571   -0.1066216  -0.25672268  -0.23531724 
    1170    143.18228   -23.916141   0.07403105    -23.84211    443.26843    1059.4905    10.021979    10.377824    10.186787  -0.10690723  -0.25741041  -0.23594763 
    1180    148.88323   -23.932549  0.076978672   -23.855571    9.3889276    1067.7129    10.047839    10.404602    10.213072  -0.10718308  -0.25807459  -0.23655643 
    1190    98.275878   -23.917045  0.050812617   -23.866232   -334.73854    1075.5086    10.072233    10.429862    10.237868   -0.1074433  -0.25870116  -0.23713076 
    1200    116.99976   -23.945325  0.060493626   -23.884831   -721.57666    1082.9217    10.095322    10.453771    10.261336  -0.10768959  -0.25929418  -0.23767433 
    1210    120.81667   -23.963363   0.06246712   -23.900896   -974.53581    1089.8748    10.116882    10.476097    10.283251  -0.10791958  -0.25984795  -0.23818193 
    1220    109.14501   -23.968892  0.056432399   -23.912459   -986.82335    1096.3431    10.136857     10.49678    10.303554  -0.10813266  -0.26036099  -0.23865219 
    1230    100.03229   -23.968667  0.051720752   -23.916946   -886.31503    1102.3706      10.1554    10.515982    10.322402  -0.10833046  -0.26083726  -0.23908875 
    1240    67.991477   -23.951307  0.035154353   -23.916153   -603.61493    1107.9431    10.172483    10.533672    10.339766  -0.10851269  -0.26127603  -0.23949094 
    1250    76.465943   -23.955457  0.039535996   -23.915921   -222.57949    1113.0902    10.188211    10.549958    10.355753  -0.10868047     -0.26168  -0.23986122 
    1260    64.986004   -23.948925  0.033600401   -23.915325    134.08662     1117.886    10.202822    10.565088    10.370604  -0.10883633  -0.26205528  -0.24020522 
    1270     91.11086   -23.965802  0.047108012   -23.918694    476.33652    1122.3409    10.216357    10.579104    10.384362  -0.10898071  -0.26240293  -0.24052387 
    1280    80.606221   -23.963035  0.041676687   -23.921358    739.99362    1126.4994     10.22896    10.592154    10.397172  -0.10911515  -0.26272662  -0.24082058 
    1290    97.512507   -23.970256  0.050417923   -23.919838    863.59473    1130.3947    10.240737    10.604349    10.409142  -0.10924077  -0.26302909  -0.24109783 
    1300    92.562253   -23.963098  0.047858441    -23.91524    939.01923    1133.9933    10.251592     10.61559    10.420176  -0.10935657  -0.26330792   -0.2413534 
    1310    84.324904   -23.953622  0.043599397   -23.910023    875.85006    1137.3374    10.261659    10.626014    10.430409  -0.10946396  -0.26356649  -0.24159042 
    1320    90.315312   -23.954456  0.046696681   -23.907759    650.14661    1140.4411    10.270985    10.635671    10.439888  -0.10956344  -0.26380602  -0.24180997 
    1330    78.654986   -23.946265   0.04066782   -23.905597    367.20629    1143.2253    10.279337    10.644319    10.448377  -0.10965253  -0.26402053   -0.2420066 
    1340    108.36504   -23.959172  0.056029122   -23.903143    -34.92629    1145.6743    10.286672    10.651915    10.455833  -0.10973077  -0.26420892  -0.24217928 
    1350    115.12787   -23.958552  0.059525779   -23.899026   -413.71118    1147.7192    10.292788    10.658248     10.46205  -0.10979602  -0.26436602  -0.24232328 
    1360     141.4641   -23.967508  0.073142682   -23.894366   -636.01852    1149.2976    10.297504    10.663132    10.466843  -0.10984633  -0.26448715  -0.24243432 
    1370    97.626842   -23.936165  0.050477039   -23.885688   -791.37422    1150.4354    10.300901     10.66665    10.470296  -0.10988257   -0.2645744  -0.24251429 
    1380    96.948137   -23.924478  0.050126121   -23.874352   -771.42262    1151.0396    10.302705    10.668517    10.472129   -0.1099018  -0.26462072  -0.24255675 
    1390    93.994426   -23.912524  0.048598932   -23.863926    -655.6692     1151.094    10.302867    10.668685    10.472294  -0.10990353  -0.26462488  -0.24256056 
    1400    146.98559   -23.942975  0.075997512   -23.866978   -535.33261    1150.6345    10.301496    10.667265      10.4709  -0.10988891  -0.26458967  -0.24252828 
    1410    189.51431   -23.967856  0.097986591    -23.86987   -175.65069    1149.5821    10.298354    10.664012    10.467707  -0.10985539  -0.26450897  -0.24245432 
    1420    163.41394   -23.941878   0.08449164   -23.857386    175.25991    1148.0818    10.293872    10.659371    10.463151  -0.10980758  -0.26439385   -0.2423488 
    1430    140.66727   -23.916945  0.072730689   -23.844214    409.33002    1146.1652    10.288141    10.653436    10.457326  -0.10974644  -0.26424665  -0.24221387 
    1440    130.18009   -23.915905  0.067308388   -23.848597    441.42628    1143.8167    10.281109    10.646154    10.450178  -0.10967143  -0.26406604  -0.24204832 
    1450    194.83842   -23.962029   0.10073937   -23.861289    149.14694    1141.0628    10.272851    10.637604    10.441785  -0.10958335  -0.26385395  -0.24185391 
    1460    133.87392   -23.929454  0.069218247   -23.860235   -11.475889    1137.6349    10.262554    10.626941    10.431318   -0.1094735  -0.26358947  -0.24161148 
    1470    128.07806   -23.941375  0.066221555   -23.875154   -198.95247     1133.484    10.250057       10.614    10.418616  -0.10934019  -0.26326849  -0.24131726 
    1480    91.593447   -23.937385  0.047357529   -23.890027   -370.54287    1128.5198    10.235071    10.598482    10.403384  -0.10918034  -0.26288359  -0.24096446 
    1490    85.078104   -23.948128  0.043988832    -23.90414   -425.65702    1122.6166    10.217194     10.57997    10.385212  -0.10898964  -0.26242441  -0.24054357 
    1500    88.608352   -23.960059  0.045814114   -23.914245   -464.62022    1115.7345    10.196273    10.558306    10.363947  -0.10876646  -0.26188706  -0.24005102 
    1510    85.481896   -23.968292  0.044197609   -23.924094   -364.47829    1107.7312    10.171834       10.533    10.339107  -0.10850577  -0.26125937  -0.23947567 
    1520    88.754603   -23.977891  0.045889731   -23.932001   -156.82406    1098.5281    10.143586    10.503749    10.310394  -0.10820444  -0.26053384  -0.23881063 
    1530    61.612653   -23.966441  0.031856242   -23.934585    30.888625    1088.0744    10.111308    10.470325    10.277585  -0.10786012  -0.25970478   -0.2380507 
