2019-06-24 13:55:33.615420: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX512F
2019-06-24 13:55:35.637649: E tensorflow/stream_executor/cuda/cuda_driver.cc:406] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-06-24 13:55:35.637731: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:158] retrieving CUDA diagnostic information for host: SR760-GPU-7
2019-06-24 13:55:35.637748: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:165] hostname: SR760-GPU-7
2019-06-24 13:55:35.637833: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:189] libcuda reported version is: 410.48.0
2019-06-24 13:55:35.637920: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:193] kernel reported version is: 410.48.0
2019-06-24 13:55:35.637933: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:300] kernel version seems to match DSO: 410.48.0
 of lammps module:
  use deepmd-kit at:  /sharedext4/local/deepmd-kit-0.12.4
  source:             v0.12.4-1-ge3cd911-dirty
  source branch:      master
  source commit:      e3cd911
  source commit at:   2019-02-07 10:22:13 +0800
  build float prec:   double
  build with tf inc:  /sharedext4/local/tensorflow/r1.8.gpu.cc/include
  build with tf lib:  /sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_cc.so;/sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_framework.so
  >>> Info of model(s):
  using   4 model(s): ../graph.002.pb ../graph.003.pb ../graph.000.pb ../graph.001.pb 
  rcut in model:      5
  ntypes in model:    2
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.949 | 3.949 | 3.949 Mbytes
     230    56.217683   -23.977924  0.029066823   -23.948857   -770.26121    1213.7307    10.709758    10.596583    10.694902    0.0986805   0.25313394 0.0021057093 
     240    72.680392   -23.987283  0.037578712   -23.949704   -672.29843    1228.2188    10.752203     10.63858    10.737288  0.099071592   0.25413716 0.0021140547 
     250    86.982997   -23.995233  0.044973739   -23.950259    -452.3018    1243.4558    10.796484    10.682392    10.781507  0.099479598   0.25518377  0.002122761 
     260    105.06398   -24.003558  0.054322342   -23.949235   -164.84611    1259.5866     10.84297    10.728387    10.827928  0.099907918   0.25628249 0.0021319008 
     270    109.55751   -24.001477  0.056645676   -23.944832    195.36265    1276.7676    10.892047    10.776945    10.876938   0.10036012   0.25744248 0.0021415502 
     280    112.58226   -23.993673  0.058209595   -23.935463    528.30939    1295.2587    10.944378    10.828723    10.929196    0.1008423   0.25867936 0.0021518392 
     290    101.27498   -23.974802  0.052363272   -23.922439    733.26334     1315.371    11.000734    10.884483    10.985474   0.10136157   0.26001138 0.0021629197 
     300     105.8735   -23.964826  0.054740896   -23.910085     765.0911    1337.3902    11.061778    10.944883    11.046433   0.10192404   0.26145421  0.002174922 
     310    109.80236   -23.958655  0.056772277   -23.901883    591.89577    1361.6556    11.128279    11.010681    11.112841   0.10253678     0.263026 0.0021879971 
     320    124.82506    -23.96163  0.064539619    -23.89709    295.10383    1388.4861    11.200896     11.08253    11.185358   0.10320587   0.26474237 0.0022022747 
     330    131.69258   -23.964631   0.06809041    -23.89654   -82.279212    1418.2273    11.280305    11.161101    11.264657   0.10393756   0.26661928 0.0022178879 
     340    149.66606   -23.972461  0.077383428   -23.895078   -462.55118    1451.1866    11.367021      11.2469    11.351253   0.10473656   0.26866887 0.0022349376 
     350    144.55437   -23.969793  0.074740475   -23.895052   -629.07388    1487.6538    11.461449     11.34033     11.44555   0.10560663   0.27090076 0.0022535037 
     360    162.51744   -23.985841  0.084028112   -23.901813   -573.37294    1528.1304    11.564469    11.442262    11.548427   0.10655587   0.27333572 0.0022737591 
     370     131.7811   -23.977519  0.068136175   -23.909383    -428.0852    1573.2889    11.677281    11.553881    11.661082   0.10759532   0.27600212 0.0022959397 
     380    122.63619   -23.984213  0.063407887   -23.920805   -163.29951    1623.6887    11.800665    11.675962    11.784295   0.10873219   0.27891841  0.002320199 
     390    81.552173    -23.97054  0.042165783   -23.928374    151.70639     1680.035    11.935621    11.809491    11.919064   0.10997569    0.2821082 0.0023467334 
     400    66.035014   -23.971066  0.034142782   -23.936924     320.5237    1743.2549    12.083494    11.955802    12.066732    0.1113382    0.2856033 0.0023758076 
     410    42.476581   -23.969163  0.021962116   -23.947201    363.61173    1814.1677    12.245167    12.115766     12.22818   0.11282787   0.28942457 0.0024075951 
     420    47.485811   -23.980697  0.024552091   -23.956145    328.72716    1893.6321    12.421406    12.290143    12.404175   0.11445175   0.29359014 0.0024422466 
     430    50.094098   -23.989685  0.025900681   -23.963785    221.56455    1982.6402    12.613052    12.479764    12.595556   0.11621759   0.29811985 0.0024799273 
     440    61.187641   -24.000224  0.031636494   -23.968587    74.059527    2082.2684    12.820879    12.685394    12.803094   0.11813252     0.303032 0.0025207893 
     450    62.208949   -24.002633  0.032164551   -23.970469   -71.277003    2193.6379    13.045494    12.907636    13.027398   0.12020214   0.30834098 0.0025649523 
     460      65.4734   -24.004362  0.033852404    -23.97051   -182.94608    2317.8758    13.287266    13.146853    13.268834   0.12242984   0.31405544 0.0026124884 
     470    61.565319   -24.000521  0.031831768   -23.968689    -247.8971    2456.1307    13.546363    13.403212    13.527572   0.12481719   0.32017943 0.0026634311 
     480    59.382001   -23.997185  0.030702904   -23.966482   -264.12148    2609.5197    13.822685    13.676614    13.803511   0.12736324   0.32671052 0.0027177604 
     490    54.587149   -23.991992  0.028223771   -23.963768   -225.07171    2779.0821    14.115817    13.966648    14.096236   0.13006417   0.33363893 0.0027753948 
     500    50.516652   -23.985631  0.026119159   -23.959512   -130.73336    2965.6955    14.424953    14.272518    14.404943   0.13291258   0.34094562 0.0028361759 
     510    46.157184   -23.977226  0.023865137   -23.953361   -31.157593    3170.2419    14.749242    14.593379    14.728782    0.1359006   0.34861045 0.0028999362 
     520     49.63521   -23.973194  0.025663418   -23.947531    55.980267    3393.3692    15.087453    14.928017    15.066524    0.1390169   0.35660435  0.002966434 
     530    50.430531   -23.967239  0.026074631   -23.941164    126.05283    3635.5169    15.438116    15.274973      15.4167   0.14224793   0.36489254 0.0030353798 
     540    70.769246   -23.975389  0.036590572   -23.938799    139.57799    3896.8852    15.799552     15.63259    15.777635   0.14557823   0.37343538 0.0031064439 
     550    92.710186   -23.986791  0.047934928   -23.938856    97.876159    4177.2598    16.169728    15.998855    16.147298   0.14898907   0.38218481 0.0031792265 
     560    119.72472    -23.99935  0.061902538   -23.937447    47.454599     4475.865    16.546186    16.371334    16.523233   0.15245777   0.39108269  0.003253244 
     570    122.94933   -23.996331  0.063569794   -23.932761   -19.977831    4791.9952     16.92691    16.748035    16.903429   0.15596579   0.40008143 0.0033281005 
     580     120.0455   -23.987304  0.062068395   -23.925235   -75.904477    5124.1183    17.309264    17.126349    17.285253   0.15948883   0.40911868 0.0034032775 
     590    92.658237   -23.968297  0.047908069   -23.920389   -87.222212    5470.2732    17.690573    17.503628    17.666033   0.16300224   0.41813123 0.0034782489 
     600    89.938213    -23.96325  0.046501706   -23.916748    -66.30927    5828.6799    18.068786    17.877844    18.043721   0.16648712   0.42707059 0.0035526115 
     610    87.411568   -23.960571  0.045195328   -23.915376   -21.475182    6197.6838    18.442312    18.247423    18.416729   0.16992882    0.4358992 0.0036260527 
     620    106.98111   -23.972161  0.055313576   -23.916847    37.575453      6575.58    18.809774    18.611002    18.783682   0.17331464   0.44458447 0.0036983017 
     630    113.16512   -23.975667  0.058510957   -23.917157    86.210628    6961.0692    19.170387    18.967804    19.143794   0.17663735   0.45310784 0.0037692039 
     640     127.7764   -23.986335  0.066065584    -23.92027     127.1172    7352.5025    19.523183    19.316872    19.496101   0.17988804   0.46144646 0.0038385692 
     650    129.04274   -23.988343  0.066720333   -23.921622    137.37366    7749.1862    19.868158    19.658201    19.840597   0.18306666   0.46960022 0.0039063967 
     660    128.97586   -23.989756  0.066685755   -23.923071    108.14034    8150.1281    20.205071    19.991554    20.177042   0.18617101   0.47756344 0.0039726392 
     670    121.58411   -23.986554  0.062863918    -23.92369    64.005779    8553.4387    20.533003    20.316021     20.50452    0.1891926    0.4853144  0.004037116 
     680    113.90414   -23.983643  0.058893064    -23.92475    12.191703    8957.5126    20.851375    20.631029    20.822451    0.1921261   0.49283938  0.004099713 
     690    91.021599   -23.974928  0.047061861   -23.927866    -44.71218    9360.9855    21.159858    20.936252    21.130506   0.19496849   0.50013063 0.0041603657 
     700    69.514129   -23.968878  0.035941626   -23.932936   -84.047053    9761.7577    21.457621    21.230868    21.427855    0.1977121    0.5071685 0.0042189106 
     710    50.428151   -23.966821    0.0260734   -23.940748   -97.568584     10157.68    21.743881    21.514103    21.713718   0.20034972   0.51393449 0.0042751939 
     720    47.596285   -23.975646  0.024609211   -23.951037   -90.746152    10547.399    22.018481    21.785801    21.987937    0.2028799   0.52042489 0.0043291846 
     730    43.744169   -23.983524   0.02261751   -23.960906   -66.738665    10929.962    22.281536    22.046076    22.250627   0.20530371    0.5266424 0.0043809053 
     740      48.1698   -23.993621  0.024905741   -23.968715    -33.68188     11304.95    22.533489    22.295367    22.502231   0.20762523   0.53259753 0.0044304435 
     750    49.540012   -23.999716  0.025614196   -23.974102    1.3505167    11671.975    22.774754    22.534081    22.743161   0.20984825   0.53830001 0.0044778798 
     760     49.13358   -24.001935  0.025404055   -23.976531    32.129102    12030.918    23.005861    22.762747    22.973947   0.21197769   0.54376242 0.0045233192 
     770    44.772245   -23.999527  0.023149068   -23.976378    53.500612    12381.795    23.227373    22.981918    23.195152   0.21401872   0.54899804 0.0045668721 
     780    43.791303   -23.997944  0.022641881   -23.975302    61.793501    12724.629    23.439802    23.192102    23.407287   0.21597606   0.55401898  0.004608639 
     790     47.75032   -23.997753  0.024688853   -23.973065    57.807953    13059.084    23.643393    23.393542    23.610595   0.21785196   0.55883102 0.0046486683 
     800    50.164725   -23.995268  0.025937199   -23.969331    41.830616    13384.861    23.838386    23.586474    23.805318   0.21964864   0.56343984  0.004687007 
     810    57.632077   -23.993796  0.029798123   -23.963998    15.894167    13701.615    24.024968    23.771084    23.991641   0.22136782   0.56784986  0.004723692 
     820    54.458196   -23.983645  0.028157097   -23.955488   -12.766018    14008.687    24.203121    23.947355    24.169547   0.22300934   0.57206065 0.0047587197 
     830    58.197454   -23.975227  0.030090445   -23.945136    -38.15723     14305.17    24.372677    24.115119    24.338868   0.22457164   0.57606824 0.0047920571 
     840    55.373064   -23.963267  0.028630121   -23.934637   -56.856088    14590.152    24.533462    24.274205    24.499429   0.22605312   0.57986852 0.0048236699 
     850    73.714932   -23.966243  0.038113611   -23.928129   -58.863699     14862.38    24.685107    24.424248    24.650864   0.22745039   0.58345279 0.0048534859 
     860    92.525616   -23.973777  0.047839498   -23.925938   -41.048405    15121.404    24.827687    24.565321    24.793247   0.22876413   0.58682278 0.0048815194 
     870    129.53817   -23.993078   0.06697649   -23.926101    -14.67043    15367.944    24.961891    24.698107    24.927264    0.2300007   0.58999481  0.004907906 
     880    136.31742   -23.997959  0.070481639   -23.927478    18.498996    15602.127    25.088046    24.822928    25.053244    0.2311631   0.59297657   0.00493271 
     890    134.52877   -23.993017  0.069556834    -23.92346    54.370054    15824.641     25.20675    24.940378    25.171784   0.23225685   0.59578224 0.0049560491 
     900    107.70993   -23.970541  0.055690405    -23.91485    70.073772    16037.765    25.319406    25.051843    25.284283   0.23329486   0.59844495  0.004978199 
     910    110.62224   -23.968216  0.057196186    -23.91102    65.413793     16241.49    25.426165    25.157474    25.390894   0.23427855   0.60096829 0.0049991895 
     920    96.585135   -23.961088  0.049938434    -23.91115    45.860333    16435.031    25.526763    25.257009    25.491352   0.23520547   0.60334601 0.0050189687 
     930    122.33057    -23.98074  0.063249867    -23.91749    10.292014    16617.373     25.62082    25.350072    25.585279   0.23607211   0.60556912 0.0050374618 
     940    103.95435   -23.974421  0.053748619   -23.920672   -27.685332     16786.41    25.707401    25.435738     25.67174   0.23686988   0.60761554 0.0050544851 
     950    115.18116   -23.982798  0.059553334   -23.923245   -56.352975    16939.969    25.785552    25.513063    25.749782   0.23758997    0.6094627 0.0050698508 
     960    89.609068   -23.971335  0.046331525   -23.925003   -73.049933    17076.588    25.854686    25.581466     25.81882   0.23822697   0.61109673 0.0050834436 
     970    104.83832   -23.983535  0.054205664    -23.92933   -73.911658    17194.683    25.914149    25.640302    25.878201   0.23877487    0.6125022 0.0050951351 
     980    95.853265   -23.985231  0.049560028   -23.935671    -56.05908    17293.159    25.963526    25.689157     25.92751   0.23922984   0.61366926 0.0051048434 
     990     112.4438   -24.000884  0.058138007   -23.942746    -26.87298    17372.424    26.003135    25.728347    25.967063   0.23959479   0.61460544  0.005112631 
    1000    93.533626   -23.994987   0.04836068   -23.946626    5.5761816    17432.982    26.033314    25.758207    25.997201   0.23987287   0.61531876 0.0051185648 
    1010    81.597521   -23.990022   0.04218923   -23.947833     36.13095    17475.113    26.054269    25.778941    26.018127   0.24006595   0.61581406 0.0051226849 
    1020    56.490588   -23.975862  0.029207927   -23.946654    56.939115    17499.348    26.066308    25.790852    26.030149   0.24017687   0.61609859 0.0051250519 
    1030    42.089856    -23.96989  0.021762163   -23.948128     62.85622    17505.837    26.069529     25.79404    26.033366   0.24020656   0.61617473 0.0051256853 
    1040    43.957093   -23.975526  0.022727601   -23.952798     54.56773    17493.992    26.063648    25.788221    26.027493   0.24015237   0.61603573 0.0051245289 
    1050    42.745643   -23.980429  0.022101232   -23.958328    34.553617    17462.787    26.048142    25.772879    26.012008   0.24000949   0.61566924 0.0051214802 
    1060    56.237566   -23.992864  0.029077104   -23.963786    7.6791957    17411.067    26.022401    25.747409    25.986303   0.23977231   0.61506081 0.0051164191 
    1070    46.032518    -23.98967   0.02380068    -23.96587   -18.779712    17337.402    25.985649    25.711046    25.949602   0.23943368   0.61419217 0.0051091932 
    1080    55.277336   -23.994912  0.028580626   -23.966331   -41.646248    17240.915    25.937354    25.663261    25.901374   0.23898869   0.61305067 0.0050996975 
    1090    44.079176   -23.987774  0.022790723   -23.964983   -56.410202    17120.638    25.876898    25.603444    25.841002   0.23843164   0.61162174 0.0050878109 
    1100    62.549007    -23.99616  0.032340375    -23.96382    -59.33065    16976.065    25.803854    25.531172    25.768059   0.23775861   0.60989528 0.0050734493 
    1110    62.196073   -23.993336  0.032157894   -23.961178   -49.508687    16807.152    25.717985    25.446211    25.682309    0.2369674    0.6078657 0.0050565661 
    1120    92.641898   -24.005607  0.047899621   -23.957707   -29.519851    16614.525    25.619356    25.348624    25.583817   0.23605863   0.60553452 0.0050371741 
    1130    89.979062   -23.994412  0.046522827    -23.94789   0.68491758    16398.815    25.507999    25.238443    25.472614   0.23503258   0.60290251 0.0050152795 
    1140    100.45106   -23.983346  0.051937273   -23.931409     35.63014    16161.613    25.384413    25.116164      25.3492   0.23389385   0.59998146 0.0049909806 
    1150    84.140221   -23.955432  0.043503909   -23.911928    62.687372    15905.527    25.249624    24.982799    25.214598   0.23265189   0.59679561 0.0049644789 
    1160    108.19583    -23.95706  0.055941633   -23.901118    67.993266    15633.586    25.104896    24.839601    25.070071   0.23131836   0.59337485 0.0049360231 
    1170    138.56448   -23.973217  0.071643457   -23.901573    47.864034    15347.558    24.950849    24.687181    24.916237   0.22989895    0.5897338 0.0049057348 
    1180    165.86097   -23.990711  0.085756854   -23.904954    8.4534671    15047.601    24.787229    24.525291    24.752845   0.22839135   0.58586653 0.0048735647 
    1190    166.66158   -23.985107  0.086170801   -23.898936   -42.633335     14733.46    24.613525    24.353422    24.579381   0.22679083   0.58176088 0.0048394116 
    1200    132.48441   -23.960678  0.068499817   -23.892178   -78.571768    14403.002    24.428112    24.169968    24.394226   0.22508242    0.5773785 0.0048029565 
    1210    117.89611   -23.954214  0.060957075   -23.893257   -89.068428    14055.643    24.230133    23.974081    24.196521   0.22325823    0.5726991 0.0047640307 
    1220    97.013872   -23.947961  0.050160109   -23.897801   -78.951023    13692.255    24.019496     23.76567    23.986176    0.2213174   0.56772052  0.004722616 
    1230    122.47319   -23.972254  0.063323609   -23.908931   -44.732866     13313.52    23.795958    23.544494    23.762948    0.2192577   0.56243701 0.0046786649 
    1240    115.32181   -23.978702  0.059626057   -23.919076    6.4195357    12921.231    23.559905    23.310936    23.527223   0.21708269    0.5568577 0.0046322531 
    1250    124.76335   -23.992052  0.064507713   -23.927544    55.191113    12517.569    23.311965    23.065616    23.279627   0.21479816   0.55099745 0.0045835043 
    1260    94.111525    -23.98302  0.048659478   -23.934361    95.900793    12103.865    23.052264     22.80866    23.020286   0.21240526    0.5448592 0.0045324429 
    1270    94.261777   -23.988769  0.048737164   -23.940031    118.28515     11681.77    22.781122    22.540383     22.74952   0.20990693   0.53845053  0.004479132 
    1280    76.050922   -23.984569  0.039321413   -23.945247    111.53474    11252.842    22.498815    22.261059    22.467605   0.20730573   0.53177796 0.0044236258 
    1290    86.734532   -23.995522  0.044845273   -23.950677    81.553069    10817.784    22.205045    21.970394    22.174243   0.20459892   0.52483449 0.0043658661 
    1300    73.865002   -23.990949  0.038191203   -23.952758    34.661065    10377.651    21.899721    21.668296    21.869342   0.20178564    0.5176179 0.0043058345 
    1310    74.608301   -23.991062  0.038575519   -23.952486   -22.942159    9933.7184    21.582886    21.354809    21.552946   0.19886629   0.51012923 0.0042435396 
    1320     53.34093   -23.976673  0.027579426   -23.949093   -78.689895      9487.52    21.254773    21.030163    21.225288   0.19584304   0.50237401 0.0041790274 
    1330    49.502921   -23.970203  0.025595019   -23.944608   -118.65403    9040.6244    20.915666     20.69464    20.886652   0.19271849   0.49435896 0.0041123536 
    1340    46.924248   -23.964673   0.02426174   -23.940411    -135.8698    8595.2651    20.566418    20.349082    20.537888   0.18950048   0.48610418 0.0040436858 
    1350    74.550121   -23.975938  0.038545438   -23.937393    -121.0351    8153.8157    20.208118    19.994568    20.180085   0.18619908   0.47763546 0.0039732383 
    1360    101.53424   -23.984077  0.052497324   -23.931579   -71.881967    7719.0966    19.842409    19.632724    19.814883   0.18282941   0.46899163  0.003901334 
    1370     149.2964   -23.996811  0.077192298   -23.919619    10.320108    7293.6651    19.470966    19.265207    19.443956   0.17940691   0.46021228 0.0038283025 
    1380    172.02706   -23.983824  0.088944969   -23.894879    119.90038    6880.4124    19.096058     18.89426    19.069568   0.17595248   0.45135101 0.0037545896 
    1390    196.18688   -23.960288   0.10143658   -23.858851    238.14568    6482.8856     18.72097    18.523136    18.695001   0.17249639   0.44248551 0.0036808414 
    1400     186.7457   -23.928411  0.096555107   -23.831856    294.30299    6105.3338    18.350252    18.156336    18.324797   0.16908057   0.43372328 0.0036079523 
    1410    231.30919    -23.95743   0.11959624   -23.837834    227.84035    5750.2421    17.987367    17.797286    17.962416   0.16573692    0.4251462 0.0035366034 
    1420    240.13078   -23.980598   0.12415736    -23.85644    85.716423    5417.5628    17.633569    17.447226    17.609108     0.162477   0.41678388 0.0034670409 
    1430    233.01753   -23.994642   0.12047952   -23.874162   -103.78001    5106.6354    17.289556    17.106849    17.265572   0.15930724   0.40865286 0.0033994026 
    1440    174.07458   -23.972103  0.090003622   -23.882099   -292.33748    4816.1264    16.955276    16.776101    16.931756   0.15622716   0.40075187 0.0033336777 
    1450    119.06111   -23.952488  0.061559427   -23.890928   -389.71977    4544.4376    16.630256    16.454516    16.607187    0.1532324   0.39306977 0.0032697737 
    1460     106.0715   -23.957668  0.054843267   -23.902825   -397.41257    4290.9435    16.315103    16.142694    16.292471   0.15032856   0.38562087 0.0032078096 
    1470    95.281962   -23.962738  0.049264641   -23.913473   -333.62465    4055.2829    16.010785    15.841591    15.988575   0.14752454   0.37842805 0.0031479756 
    1480    119.17556   -23.986017  0.061618598   -23.924398   -186.52776    3836.8345    15.717975    15.551875    15.696171   0.14482657   0.37150724 0.0030904045 
    1490    104.42367   -23.984546  0.053991273   -23.930554    17.940391    3635.1194    15.437553    15.274417    15.416138   0.14224275   0.36487924 0.0030352691 
    1500    106.40318   -23.988326  0.055014763   -23.933311    222.47604    3449.6386    15.170391    15.010078    15.149346   0.13978109   0.35856464 0.0029827408 
    1510    70.324955   -23.969927  0.036360856   -23.933566    401.11563    3279.7265    14.917113    14.759476     14.89642   0.13744737   0.35257821 0.0029329423 
    1520    74.426896   -23.974402  0.038481725    -23.93592    508.03851    3124.6755    14.678236    14.523124    14.657875   0.13524635   0.34693217 0.0028859754 
    1530    64.150533   -23.974627  0.033168429   -23.941458     491.8773    2983.6887    14.454067    14.301324    14.434017   0.13318084   0.34163375 0.0028419001 
    1540    91.396863   -23.995867  0.047255887   -23.948611    366.45288    2855.6919    14.244351    14.093824    14.224592    0.1312485   0.33667695 0.0028006667 
    1550    91.095371   -23.999024  0.047100004   -23.951924    155.06984    2739.7051     14.04883    13.900369    14.029342   0.12944695   0.33205564 0.0027622241 
    1560    104.74799   -24.004332  0.054158963   -23.950173   -116.93618    2634.7263     13.86705     13.72051    13.847813   0.12777201   0.32775911 0.0027264831 
    1570    79.192967   -23.983961  0.040945977   -23.943015   -381.96889    2539.7403    13.698363    13.553606    13.679361   0.12621772   0.32377206 0.0026933166 
    1580    74.288804   -23.973702  0.038410326   -23.935292   -573.18074    2453.7501    13.541985    13.398881      13.5232   0.12477685   0.32007595 0.0026625703 
    1590    60.271601    -23.95866  0.031162864   -23.927497    -659.7875    2375.9987    13.397414    13.255836    13.378829   0.12344475   0.31665887 0.0026341452 
    1600     90.83904   -23.969948   0.04696747   -23.922981   -602.78003    2305.7486    13.264052    13.123884    13.245652   0.12221595   0.31350676 0.0026079242 
    1610    111.75768   -23.976229  0.057783256   -23.918446   -393.61135    2242.4273    13.141503     13.00263    13.123273   0.12108677   0.31061021  0.002583829 
