2019-06-24 13:10:38.494671: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX512F
2019-06-24 13:10:39.205798: E tensorflow/stream_executor/cuda/cuda_driver.cc:406] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-06-24 13:10:39.205915: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:158] retrieving CUDA diagnostic information for host: SR760-GPU-7
2019-06-24 13:10:39.205941: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:165] hostname: SR760-GPU-7
2019-06-24 13:10:39.206050: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:189] libcuda reported version is: 410.48.0
2019-06-24 13:10:39.206163: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:193] kernel reported version is: 410.48.0
2019-06-24 13:10:39.206183: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:300] kernel version seems to match DSO: 410.48.0
> Info of lammps module:
  use deepmd-kit at:  /sharedext4/local/deepmd-kit-0.12.4
  source:             v0.12.4-1-ge3cd911-dirty
  source branch:      master
  source commit:      e3cd911
  source commit at:   2019-02-07 10:22:13 +0800
  build float prec:   double
  build with tf inc:  /sharedext4/local/tensorflow/r1.8.gpu.cc/include
  build with tf lib:  /sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_cc.so;/sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_framework.so
  >>> Info of model(s):
  using   4 model(s): ../graph.002.pb ../graph.003.pb ../graph.000.pb ../graph.001.pb 
  rcut in model:      5
  ntypes in model:    2
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.949 | 3.949 | 3.949 Mbytes
     140    129.44459   -23.872916  0.066928106   -23.805988    2649.8031    963.33832    10.138606    9.7164669    9.7789493   0.20486852   -0.2230999 -0.031796701 
     150    164.23091   -23.924835  0.084914047   -23.839921    1964.2098    959.78186    10.126114    9.7044951    9.7669005    0.2046161  -0.22282501 -0.031757524 
     160    194.12032   -23.972484   0.10036808   -23.872116     831.8596     955.9474    10.112611    9.6915542    9.7538764   0.20434325  -0.22252788 -0.031715175 
     170    145.06843   -23.965172  0.075006266   -23.890166   -178.82773    951.56831    10.097146    9.6767329    9.7389598   0.20403074  -0.22218756 -0.031666673 
     180    103.43108   -23.957658  0.053478068    -23.90418   -975.38816     946.5511    10.079369    9.6596959    9.7218132   0.20367152  -0.22179638  -0.03161092 
     190    66.020809   -23.944968  0.034135437   -23.910832   -1526.0052    940.86909     10.05916    9.6403285    9.7023212   0.20326317  -0.22135168 -0.031547541 
     200    56.230133   -23.944178  0.029073261   -23.915105   -1784.4639    934.50187    10.036417    9.6185326    9.6803852   0.20280361  -0.22085123 -0.031476216 
     210    61.328574   -23.951455  0.031709361   -23.919745   -1764.8564     927.4268    10.011025    9.5941973    9.6558934   0.20229051  -0.22029246 -0.031396579 
     220    87.172272   -23.970867  0.045071602   -23.925796   -1466.8396    919.63095    9.9828952     9.567239    9.6287618    0.2017221  -0.21967347  -0.03130836 
     230    100.64352   -23.982794  0.052036782   -23.930758   -871.13124    911.09733    9.9519208    9.5375543    9.5988862   0.20109621  -0.21899188 -0.031211218 
     240    103.12204   -23.983971  0.053318277   -23.930653   -116.45748    901.85896    9.9181696    9.5052083    9.5663322    0.2004142  -0.21824919 -0.031105367 
     250    85.407415   -23.966002  0.044159099   -23.921843    647.75297    891.93562    9.8816581    9.4702171    9.5311159   0.19967642  -0.21744575 -0.030990859 
     260    61.715692   -23.944303  0.031909517   -23.912394    1273.6827    881.33591    9.8423576     9.432553    9.4932096   0.19888229  -0.21658095 -0.030867605 
     270    68.703116   -23.945905  0.035522299   -23.910383    1615.1366    870.05581    9.8001869    9.3921381    9.4525348   0.19803015  -0.21565298  -0.03073535 
     280    88.710837   -23.960213  0.045867103   -23.914346    1582.0526    858.06837    9.7549703    9.3488042    9.4089222   0.19711647  -0.21465799 -0.030593541 
     290    114.42898   -23.970975  0.059164427   -23.911811    1269.3265     845.2901    9.7063046    9.3021647    9.3619829    0.1961331   -0.2135871 -0.030440916 
     300    101.16223   -23.951627  0.052304979   -23.899322    818.00011    831.60546    9.6536399    9.2516929    9.3111865   0.19506891  -0.21242822 -0.030275749 
     310    92.434518   -23.939186  0.047792397   -23.891393    209.20314    816.90892    9.5964337    9.1968685    9.2560096   0.19391296  -0.21116939 -0.030096339 
     320    92.146685   -23.933646  0.047643576   -23.886002   -483.14062    801.10031    9.5341274    9.1371565    9.1959136   0.19265395  -0.20979834 -0.029900934 
     330    134.62931   -23.954704  0.069608815   -23.885096    -1156.252    784.06856    9.4660763    9.0719388    9.1302765   0.19127886  -0.20830088 -0.029687512 
     340    174.37666   -23.970579   0.09015981   -23.880419   -1745.5267    765.75835    9.3918086    9.0007634    9.0586434   0.18977815  -0.20666662 -0.029454593 
     350    161.82828   -23.957236  0.083671787   -23.873564   -1811.6759    746.04045    9.3104951    8.9228356    8.9802144   0.18813506  -0.20487732 -0.029199578 
     360    117.23374   -23.920152  0.060614603   -23.859537   -1410.4565    724.91539     9.221773    8.8378075    8.8946396   0.18634228  -0.20292499 -0.028921328 
     370    80.846618   -23.889722  0.041800982   -23.847921   -955.01322    702.44664     9.125495    8.7455383     8.801777   0.18439681  -0.20080639 -0.028619381 
     380    119.20798   -23.917802  0.061635362   -23.856166   -459.32972    678.64438    9.0212366    8.6456208     8.701217   0.18229008  -0.19851219 -0.028292405 
     390    176.07682   -23.969217  0.091038864   -23.878178    -81.34604    653.59369    8.9088423    8.5379062    8.5928098   0.18001896  -0.19603895 -0.027939914 
     400    191.69455   -23.992739   0.09911386   -23.893625    421.93812    627.35536    8.7879961    8.4220918    8.4762506   0.17757705  -0.19337974 -0.027560917 
     410    130.29024   -23.965187   0.06736534   -23.897821    1282.6984    600.03657    8.6585378    8.2980237    8.3513847   0.17496111  -0.19053101 -0.027154909 
     420    68.702337   -23.936666  0.035521896   -23.901144    1886.0944    571.87378    8.5208983     8.166115    8.2186277   0.17217986  -0.18750225 -0.026723244 
     430    40.446769   -23.930422  0.020912621   -23.909509    2176.7549    543.06189    8.3753268    8.0266047    8.0782203   0.16923833  -0.18429895 -0.026266703 
     440    41.974082   -23.944477  0.021702304   -23.922775    2174.8023    513.81796    8.2222071    7.8798604    7.9305324   0.16614428  -0.18092956 -0.025786489 
     450    65.809122   -23.971125  0.034025987   -23.937099    1799.1885    484.39846    8.0621877    7.7265037    7.7761895    0.1629108  -0.17740833 -0.025284636 
     460    80.061575   -23.989961  0.041395083   -23.948566    1267.1114    455.05696    7.8960018    7.5672373    7.6158989   0.15955272  -0.17375141 -0.024763444 
     470    89.355759   -23.999662  0.046200554   -23.953461    625.80792    426.07908    7.7247077    7.4030753    7.4506813   0.15609142  -0.16998209 -0.024226231 
     480    76.036358   -23.989585  0.039313883   -23.950272   -233.83987      397.754    7.5495924    7.2352512     7.281778    0.1525529  -0.16612868 -0.023677034 
     490     57.28036     -23.9719   0.02961627   -23.942284   -1156.0803      370.336    7.3719768     7.065031    7.1104632   0.14896386  -0.16222025 -0.023119996 
     500    32.307483   -23.950655   0.01670428    -23.93395   -2146.4603    344.06023    7.1933326     6.893825    6.9381562   0.14535404  -0.15828919 -0.022559732 
     510    28.930838   -23.943673  0.014958417   -23.928714   -3302.9571    319.12853    7.0152077    6.7231166      6.76635   0.14175471  -0.15436955 -0.022001097 
     520    44.161309   -23.948408  0.022833189   -23.925575   -4278.2332    295.68366    6.8390287    6.5542732    6.5964209    0.1381947  -0.15049273 -0.021448564 
     530    73.359847   -23.960791  0.037930018   -23.922861   -4731.6956    274.04154    6.6679262    6.3902949    6.4313881   0.13473727  -0.14672763 -0.020911953 
     540    105.33722   -23.966768  0.054463619   -23.912304   -4327.8431    255.72887    6.5159625    6.2446584    6.2848151   0.13166658  -0.14338367 -0.020435364 
     550     114.1509   -23.956763  0.059020647   -23.897742   -2582.9346    242.92092    6.4053121    6.1386151    6.1780899   0.12943069   -0.1409488 -0.020088342 
     560    125.99449   -23.951447  0.065144263   -23.886303   -122.46319    237.17598    6.3544147     6.089837    6.1289981   0.12840222  -0.13982881 -0.019928718 
     570    113.71913   -23.936513  0.058797405   -23.877716    2356.9777      238.553    6.3666887    6.1015999    6.1408366   0.12865023   -0.1400989 -0.019967211 
     580    96.062902   -23.924666  0.049668418   -23.874998    4606.9912    246.26617    6.4345805    6.1666649      6.20632   0.13002211  -0.14159286 -0.020180134 
     590    87.114534   -23.922174  0.045041749   -23.877132     6026.412     259.2628      6.54584    6.2732919    6.3136327   0.13227031  -0.14404112 -0.020529066 
     600    113.52884   -23.942912  0.058699016   -23.884212    6322.6774    276.19878     6.685377    6.4070191    6.4482198    0.1350899  -0.14711163 -0.020966682 
     610    131.11496   -23.958544  0.067791756   -23.890752     6097.271    295.31485    6.8361841     6.551547    6.5936771   0.13813722  -0.15043014 -0.021439643 
     620    141.34306   -23.964253  0.073080098   -23.891173    5295.8462    315.49991    6.9885176    6.6975379    6.7406068   0.14121539  -0.15378224 -0.021917391 
     630    127.31824   -23.951877  0.065828699   -23.886049    4034.9678    336.40076    7.1395522    6.8422839    6.8862836   0.14426731  -0.15710575 -0.022391066 
     640    110.35464   -23.942402  0.057057826   -23.885345    2326.3026    357.89229    7.2884655    6.9849968    7.0299143   0.14727637  -0.16038258 -0.022858088 
     650     117.7603   -23.951628  0.060886856   -23.890741    276.57088    379.86019    7.4346395    7.1250846    7.1709029   0.15023007  -0.16359914 -0.023316519 
     660    119.38008   -23.958509  0.061724346   -23.896784    -1546.802    402.16906    7.5774231    7.2619232    7.3086215   0.15311527  -0.16674109 -0.023764317 
     670    127.12115   -23.967499  0.065726793   -23.901772   -2940.8503    424.70391    7.7163883    7.3951023    7.4426569   0.15592331  -0.16979902  -0.02420014 
     680    113.30969   -23.961139  0.058585707   -23.902553   -3707.3023    447.35745    7.8512151    7.5243153    7.5727009   0.15864772  -0.17276588 -0.024622984 
     690    103.10121   -23.958671  0.053307511   -23.905363   -3654.9485    470.02326    7.9816333    7.6493033    7.6984926   0.16128305  -0.17563573 -0.025032001 
     700    74.365962   -23.944153   0.03845022   -23.905702   -3051.7054    492.64782     8.107697    7.7701181    7.8200843   0.16383039  -0.17840976 -0.025427362 
     710    71.898508   -23.942917  0.037174446   -23.905742   -2158.2904    515.19182    8.2295289    7.8868773    7.9375944   0.16629222  -0.18109067 -0.025809451 
     720    72.027832   -23.945036  0.037241312   -23.907794   -1082.9391    537.62929    8.3473052    7.9997498    8.0511927    0.1686721  -0.18368234 -0.026178822 
     730    90.881426   -23.960118  0.046989385   -23.913129   -130.07098    559.96642    8.4613433    8.1090397    8.1611854   0.17097644  -0.18619174 -0.026536468 
     740    117.16336   -23.982068  0.060578211    -23.92149     684.0398    582.20402    8.5718992    8.2149924    8.2678194   0.17321042  -0.18862452 -0.026883193 
     750    117.04848   -23.983769  0.060518816    -23.92325    1387.1081    604.34747    8.6792239    8.3178484    8.3713369   0.17537911   -0.1909862 -0.027219785 
     760    107.81153   -23.972484  0.055742934   -23.916741     1800.352    626.43331    8.7836887    8.4179636    8.4720959   0.17749001  -0.19328495 -0.027547408 
     770    77.226314   -23.946515  0.039929138   -23.906586    1978.8659    648.46683    8.8854871    8.5155235    8.5702831   0.17954702  -0.19552502 -0.027866668 
     780    66.541095   -23.935863  0.034404446   -23.901459    1839.5864    670.46699     8.984856     8.610755     8.666127   0.18155495  -0.19771163 -0.028178309 
     790    73.254144   -23.941223  0.037875365   -23.903347    1282.2794    692.46137    9.0820489    8.7039011    8.7598721    0.1835189  -0.19985036 -0.028483125 
     800    105.96429   -23.960523  0.054787836   -23.905736    542.55444    714.43697    9.1771246    8.7950181    8.8515751   0.18544008   -0.2019425 -0.028781301 
     810    138.34087   -23.976034  0.071527843   -23.904507   -311.39498    736.39476    9.2701953    8.8842137    8.9413442   0.18732073  -0.20399052  -0.02907319 
     820    153.46761   -23.974306  0.079348982   -23.894957   -1135.3863    758.32728    9.3613298    8.9715537    9.0292458   0.18916227  -0.20599594 -0.029359006 
     830    136.01475   -23.950021  0.070325144   -23.879696   -1572.3265    780.15985    9.4503201    9.0568386    9.1150792   0.19096048  -0.20795416 -0.029638097 
     840    113.07773   -23.919928  0.058465774   -23.861462   -1707.8483    801.88735    9.5372487    9.1401478    9.1989241   0.19271702  -0.20986703 -0.029910723 
     850    110.19915    -23.90521  0.056977433   -23.848233   -1483.6572    823.47808    9.6220882    9.2214549     9.280754   0.19443136  -0.21173392 -0.030176796 
     860    144.88224   -23.919667  0.074909999   -23.844757   -837.87913    844.88977     9.704772     9.300696    9.3605047   0.19610213  -0.21355338 -0.030436109 
     870    196.86418   -23.954276   0.10178677   -23.852489   -51.858773    866.18884    9.7856463    9.3782029    9.4385101   0.19773634  -0.21533301 -0.030689747 
     880    197.35791   -23.962323   0.10204205   -23.860281    912.86638    887.40808    9.8649097     9.454166    9.5149616   0.19933799   -0.2170772 -0.030938333 
     890    172.81261   -23.949363  0.089351134   -23.860012    1693.1469    908.69098    9.9431516    9.5291502     9.590428   0.20091901  -0.21879891 -0.031183715 
     900    120.72181   -23.926107  0.062418072   -23.863689    2011.4209    930.15312    10.020825    9.6035893    9.6653458   0.20248853  -0.22050811 -0.031427314 
     910    98.521206   -23.921687  0.050939461   -23.870748    1902.0398    951.77799    10.097888    9.6774436    9.7396751   0.20404573  -0.22220388 -0.031668999 
     920     107.1119   -23.947223  0.055381201   -23.891842    1275.7337    973.58214    10.174417    9.7507861    9.8134892   0.20559213   -0.2238879 -0.031909009 
     930     117.8174   -23.972794  0.060916375   -23.911878    428.51212    995.46691    10.250088    9.8233068    9.8864762    0.2071212  -0.22555305  -0.03214633 
     940    119.03018   -23.985706  0.061543436   -23.924163   -415.36204    1017.3387    10.324615    9.8947302    9.9583589   0.20862714    -0.227193  -0.03238006 
     950    99.971503   -23.979153  0.051689324   -23.927464   -1140.4802    1039.1391    10.397842    9.9649088    10.028989   0.21010684  -0.22880437 -0.032609716 
     960    78.052112   -23.966593  0.040356109   -23.926237   -1607.6057    1060.7937    10.469573    10.033653    10.098175   0.21155629  -0.23038281 -0.032834679 
     970    51.860309   -23.952352  0.026813884   -23.925538   -1793.6693    1082.2762    10.539776    10.100933    10.165887   0.21297486  -0.23192762 -0.033054848 
     980    46.611418   -23.951312  0.024099994   -23.927212   -1720.4464    1103.5822    10.608489    10.166785    10.232164   0.21436334  -0.23343966 -0.033270348 
     990    51.219969   -23.957479  0.026482802   -23.930996   -1377.7915    1124.6975    10.675721    10.231218    10.297011   0.21572188   -0.2349191 -0.033481201 
    1000    72.275182   -23.972519  0.037369202    -23.93515   -840.47302    1145.6544    10.741622    10.294375    10.360573   0.21705352  -0.23636924 -0.033687878 
    1010    88.835578   -23.982661  0.045931599    -23.93673   -191.95916    1166.4994    10.806378    10.356435    10.423032   0.21836203   -0.2377942 -0.033890967 
    1020    93.680961   -23.982662  0.048436859   -23.934225    501.71432    1187.2947    10.870216    10.417614    10.484606   0.21965199  -0.23919895 -0.034091175 
    1030    80.563164   -23.967981  0.041654425   -23.926326    1119.8902    1208.1275    10.933425    10.478192    10.545573   0.22092925  -0.24058987 -0.034289412 
    1040     69.37664   -23.952368  0.035870538   -23.916498    1561.6312    1229.0717    10.996245    10.538396    10.606164   0.22219862  -0.24197221 -0.034486426 
    1050    70.905652   -23.943991  0.036661099    -23.90733    1787.5461    1250.1875     11.05886    10.598404    10.666558   0.22346388  -0.24335007 -0.034682802 
    1060    86.193159   -23.945172  0.044565361   -23.900607    1723.9078    1271.5561    11.121512    10.658447    10.726987   0.22472987  -0.24472871 -0.034879289 
    1070     127.5039   -23.962365  0.065924689    -23.89644    1354.4791    1293.2212     11.18432    10.718641    10.787567   0.22599903  -0.24611082 -0.035076269 
    1080    146.86948   -23.966005  0.075937479   -23.890068    787.67662    1315.1355    11.247141    10.778846     10.84816   0.22726844  -0.24749319 -0.035273289 
    1090    170.85967    -23.96877  0.088341384   -23.880428    70.614616    1337.2514    11.309837    10.838931    10.908631   0.22853531  -0.24887281 -0.035469914 
    1100    161.27465   -23.948403  0.083385538   -23.865017   -673.38456    1359.5006    11.372217    10.898713    10.968798    0.2297958  -0.25024547  -0.03566555 
    1110    149.90117   -23.926256  0.077504988   -23.848751   -1250.4038    1381.7111    11.433813    10.957745    11.028209   0.23104046  -0.25160089 -0.035858727 
    1120    134.69969   -23.905468  0.069645207   -23.835822   -1618.6258    1403.8161    11.494464    11.015871    11.086709   0.23226603  -0.25293553 -0.036048942 
    1130    141.22603   -23.905727   0.07301959   -23.832707   -1676.0757    1425.7058      11.5539    11.072833    11.144037   0.23346705  -0.25424342 -0.036235347 
    1140    166.34719   -23.927066  0.086008249   -23.841058     -1349.76    1447.3284    11.612017     11.12853    11.200092    0.2346414  -0.25552228 -0.036417613 
    1150    173.34413   -23.944366   0.08962595    -23.85474   -826.93134    1468.8446    11.669277    11.183405     11.25532   0.23579843  -0.25678227 -0.036597189 
    1160    166.07475   -23.959518  0.085867387    -23.87365   -201.07087    1490.3233    11.725881    11.237652    11.309917   0.23694222  -0.25802785 -0.036774712 
    1170    125.30773   -23.958876  0.064789183   -23.894087    363.66551    1511.9273     11.78227    11.291693    11.364305   0.23808165  -0.25926868 -0.036951558 
    1180    94.809762   -23.958956  0.049020494   -23.909935    707.86561    1533.8283    11.838888    11.345954    11.418915   0.23922572  -0.26051456 -0.037129124 
    1190    70.116622   -23.957675  0.036253139   -23.921422    885.31252    1556.0141    11.895695    11.400396    11.473707   0.24037362  -0.26176461 -0.037307284 
    1200     64.27834   -23.962394   0.03323451    -23.92916    902.25787    1578.5417    11.952828     11.45515    11.528813   0.24152809  -0.26302182 -0.037486464 
    1210    67.057226   -23.970459  0.034671307   -23.935788    754.71801    1601.4593    12.010395     11.51032    11.584338   0.24269133  -0.26428858 -0.037667005 
    1220    69.866795   -23.976536  0.036123968   -23.940412    520.65956    1624.7461    12.068329    11.565842    11.640217     0.243862  -0.26556343 -0.037848699 
    1230    69.245217   -23.979051  0.035802587   -23.943249    226.60836    1648.4139    12.126647    11.621732    11.696466   0.24504041  -0.26684671 -0.038031596 
    1240    66.157993   -23.977818  0.034206367   -23.943611   -107.80425    1672.4742    12.185363    11.678003    11.753099   0.24622686  -0.26813874 -0.038215739 
    1250    61.790817   -23.973466   0.03194836   -23.941517   -404.69935    1696.8839    12.244358    11.734542    11.810002   0.24741897  -0.26943694 -0.038400761 
    1260    52.123759   -23.965155  0.026950099   -23.938205   -626.23197    1721.6107    12.303546    11.791265     11.86709   0.24861497  -0.27073937 -0.038586386 
    1270    55.381406   -23.963899  0.028634435   -23.935264   -769.40241    1746.6703    12.362955    11.848201    11.924392   0.24981543  -0.27204666 -0.038772705 
    1280    57.131302   -23.961393  0.029539201   -23.931854   -777.50011    1772.0398    12.422523    11.905288    11.981846   0.25101911  -0.27335745 -0.038959521 
    1290    81.248769   -23.971383  0.042008911   -23.929374   -654.28976    1797.7542    12.482323    11.962599    12.039525   0.25222748  -0.27467335 -0.039147067 
    1300    100.59896    -23.97711  0.052013746   -23.925096   -425.26343     1823.881    12.542501    12.020271    12.097568   0.25344348  -0.27599757 -0.039335797 
    1310     112.3234   -23.974796  0.058075758    -23.91672   -85.578161    1850.4886    12.603199    12.078442    12.156113   0.25466998  -0.27733322 -0.039526157 
    1320    106.94793     -23.9575  0.055296422   -23.902203     300.9198    1877.7273    12.664737    12.137417    12.215467   0.25591346  -0.27868735 -0.039719151 
    1330    95.101086   -23.935926  0.049171121   -23.886755    621.69213    1905.8668    12.727687    12.197747    12.276185   0.25718549  -0.28007259 -0.039916578 
    1340    100.06679   -23.928814  0.051738591   -23.877076     838.1489    1935.0824    12.792394    12.259759    12.338596     0.258493  -0.28149644 -0.040119509 
    1350    117.81433   -23.934686   0.06091479   -23.873771    877.00581    1965.6388    12.859376    12.323952    12.403202   0.25984649  -0.28297039 -0.040329579 
    1360      152.113   -23.951224  0.078648594   -23.872575    724.74655    1997.6995    12.928914    12.390595    12.470273   0.26125163  -0.28450057 -0.040547664 
    1370    159.17553   -23.955138  0.082300209   -23.872837    477.30692    2031.2957    13.000988    12.459668    12.539791   0.26270802  -0.28608657 -0.040773704 
    1380    157.83483   -23.959251  0.081607012   -23.877644    161.22725    2066.5129    13.075692    12.531262    12.611845   0.26421755  -0.28773043 -0.041007991 
    1390    149.57786   -23.957865  0.077337821   -23.880527   -167.75399     2103.345    13.152919    12.605273    12.686332   0.26577806  -0.28942981  -0.04125019 
    1400    130.97895   -23.947921  0.067721434     -23.8802   -419.78718    2141.7425    13.232475    12.681516    12.763066   0.26738561  -0.29118042 -0.041499692 
    1410     109.9086   -23.940229  0.056827207   -23.883402   -574.79017    2181.8273    13.314518    12.760143    12.842198   0.26904344  -0.29298578 -0.041756996 
    1420    94.244882   -23.940722  0.048728429   -23.891993   -610.00888    2223.7361    13.399227    12.841325    12.923902   0.27075514   -0.2948498  -0.04202266 
    1430    80.528608   -23.946547  0.041636558    -23.90491   -520.64138     2267.657    13.486868    12.925317    13.008435   0.27252608  -0.29677835  -0.04229752 
    1440    77.678198   -23.957266   0.04016278   -23.917103   -353.89546     2313.895    13.577919    13.012577    13.096255   0.27436592  -0.29878191 -0.042583073 
    1450      80.0051   -23.967464  0.041365883   -23.926098   -156.49966     2362.868    13.673042     13.10374    13.188004   0.27628806   -0.3008751 -0.042881399 
    1460    72.485675   -23.971732  0.037478035   -23.934254    31.204007    2415.0454    13.772954    13.199491    13.284372   0.27830695  -0.30307366 -0.043194742 
    1470    70.564904    -23.97804  0.036484919   -23.941555    179.54286    2470.9028     13.87833     13.30048     13.38601   0.28043627  -0.30539246 -0.043525223 
    1480    61.801035    -23.97976  0.031953643   -23.947807    281.85833    2530.9021    13.989765    13.407276    13.493492   0.28268802   -0.3078446 -0.043874707 
    1490    58.689577   -23.980916  0.030344893   -23.950571    328.69983    2595.5587    14.107897    13.520488    13.607433   0.28507507  -0.31044407 -0.044245191 
    1500    53.112424   -23.978765  0.027461279   -23.951304    314.55922    2665.4469      14.2334    13.640767    13.728484   0.28761109  -0.31320578 -0.044638795 
    1510    48.916704    -23.97595  0.025291921   -23.950658    249.78989    2741.1289    14.366858    13.768668    13.857208   0.29030785  -0.31614252 -0.045057346 
    1520    46.910928    -23.97484  0.024254853   -23.950586    146.20213    2823.1648    14.508775    13.904675     13.99409   0.29317552  -0.31926539 -0.045502424 
    1530    47.998856   -23.975191  0.024817356   -23.950374     22.63825    2912.1309    14.659605    14.049226     14.13957   0.29622332  -0.32258442  -0.04597546 
    1540    56.311701   -23.976504  0.029115434   -23.947389   -101.68942    3008.6709    14.819841     14.20279    14.294122   0.29946117   -0.3261104 -0.046477991 
    1550    62.911731   -23.970584  0.032527918   -23.938057    -222.3966    3113.5642    14.990102    14.365962    14.458343    0.3029016    -0.329857 -0.047011964 
