2019-06-24 13:55:36.763377: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX512F
2019-06-24 13:55:38.786592: E tensorflow/stream_executor/cuda/cuda_driver.cc:406] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-06-24 13:55:38.786659: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:158] retrieving CUDA diagnostic information for host: SR760-GPU-7
2019-06-24 13:55:38.786676: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:165] hostname: SR760-GPU-7
2019-06-24 13:55:38.786747: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:189] libcuda reported version is: 410.48.0
2019-06-24 13:55:38.786816: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:193] kernel reported version is: 410.48.0
2019-06-24 13:55:38.786829: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:300] kernel version seems to match DSO: 410.48.0
>>> Info of lammps module:
  use deepmd-kit at:  /sharedext4/local/deepmd-kit-0.12.4
  source:             v0.12.4-1-ge3cd911-dirty
  source branch:      master
  source commit:      e3cd911
  source commit at:   2019-02-07 10:22:13 +0800
  build float prec:   double
  build with tf inc:  /sharedext4/local/tensorflow/r1.8.gpu.cc/include
  build with tf lib:  /sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_cc.so;/sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_framework.so
  >>> Info of model(s):
  using   4 model(s): ../graph.002.pb ../graph.003.pb ../graph.000.pb ../graph.001.pb 
  rcut in model:      5
  ntypes in model:    2
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.949 | 3.949 | 3.949 Mbytes
     290    50.956267   -23.942403  0.026346458   -23.916057    1125.8108    857.08994    9.6788139    9.4900828    9.3311303 -0.071865811  -0.18401639  -0.25485189 
     300    108.70463   -23.975961  0.056204703   -23.919756    923.66291    845.55898    9.6352128    9.4473319    9.2890955  -0.07154207  -0.18318743  -0.25370384 
     310      61.3134   -23.952876  0.031701516   -23.921175    290.82174    833.42757    9.5889111    9.4019331    9.2444571 -0.071198278  -0.18230713  -0.25248467 
     320    106.39693   -23.977085  0.055011532   -23.922074    -308.0732    820.47195    9.5389649    9.3529608    9.1963051 -0.070827424  -0.18135754  -0.25116955 
     330    54.444114   -23.948247  0.028149816   -23.920097   -744.47063     806.5937    9.4848751    9.2999257    9.1441582 -0.070425803  -0.18032917  -0.24974531 
     340    90.809414   -23.965421  0.046952152   -23.918469   -1158.4745    791.71814    9.4262048    9.2423994    9.0875955 -0.069990173  -0.17921371  -0.24820047 
     350    63.018477   -23.947937   0.03258311   -23.915354   -1281.7993    775.75482     9.362421    9.1798594     9.026103 -0.069516574  -0.17800104  -0.24652099 
     360     116.0414   -23.975847  0.059998115   -23.915849    -905.5085    758.58684    9.2928396    9.1116348    8.9590211 -0.068999928  -0.17667813  -0.24468884 
     370    100.56152   -23.962217  0.051994385   -23.910223   -417.51697    740.27393    9.2174507    9.0377159    8.8863403  -0.06844016  -0.17524482  -0.24270379 
     380    133.15841   -23.974497  0.068848301   -23.905649    259.88285    720.75684    9.1357232     8.957582    8.8075486 -0.067833328  -0.17369099  -0.24055183 
     390     104.0257   -23.945675   0.05378551   -23.891889    1156.1189    700.07736    9.0475019     8.871081    8.7224964  -0.06717828   -0.1720137  -0.23822888 
     400     102.8743   -23.928718  0.053190187   -23.875528    1718.7042    678.30897    8.9527377    8.7781646    8.6311363 -0.066474649  -0.17021202  -0.23573365 
     410    94.832205   -23.914687  0.049032098   -23.865654    1661.4421    655.56311    8.8515265     8.678927    8.5335609  -0.06572315  -0.16828776  -0.23306867 
     420    128.80722   -23.927803  0.066598561   -23.861204      1308.04    631.82493    8.7433714    8.5728809    8.4292909 -0.064920091  -0.16623149  -0.23022085 
     430    150.28035   -23.942438  0.077701037   -23.864737    140.22478     607.2682     8.628597    8.4603445    8.3186395 -0.064067884  -0.16404936  -0.22719874 
     440    166.96916    -23.94992  0.086329831    -23.86359   -1204.6557    581.86163    8.5065458    8.3406733    8.2009727 -0.063161646  -0.16172889  -0.22398502 
     450    153.87642   -23.938886  0.079560351   -23.859325   -2179.4704     555.7299    8.3772459    8.2138946    8.0763174 -0.062201586   -0.1592706  -0.22058043 
     460    165.01035   -23.942385  0.085317048   -23.857068   -2823.2725    529.05458    8.2410048    8.0803101    7.9449704 -0.061189987  -0.15668035  -0.21699308 
     470    130.88155   -23.927489  0.067671071   -23.859818   -2756.4377    502.06933    8.0984375    7.9405228    7.8075245 -0.060131416  -0.15396982  -0.21323916 
     480    140.88135   -23.940528  0.072841377   -23.867686   -1687.7213    474.98412    7.9501082    7.7950858    7.6645234 -0.059030061  -0.15114974  -0.20933351 
     490    102.09779   -23.930051    0.0527887   -23.877263   -482.64508    448.16049    7.7975445    7.6454971    7.5174402 -0.057897266  -0.14824915  -0.20531638 
     500    122.30253   -23.954092  0.063235371   -23.890857    901.67092    421.84983    7.6418639    7.4928521    7.3673519 -0.056741328  -0.14528931  -0.20121716 
     510    70.419122   -23.935822  0.036409543   -23.899413    2125.5751    396.32832    7.4845388    7.3385947    7.2156782 -0.055573178   -0.1422982  -0.19707465 
     520    101.64009   -23.966744   0.05255205   -23.914192    2380.7855    371.78442    7.3267336    7.1838667    7.0635418 -0.054401465  -0.13929796   -0.1929195 
     530    62.890467   -23.955421  0.032516924   -23.922904    2057.5971    348.34113    7.1693799    7.0295813    6.9118405 -0.053233104  -0.13630631  -0.18877623 
     540    101.87024   -23.982798  0.052671049   -23.930127    1504.3161    326.08465    7.0133168    6.8765613    6.7613836 -0.052074325  -0.13333919  -0.18466695 
     550    64.945072   -23.966504  0.033579238   -23.932925    107.03298    305.12346    6.8597014    6.7259413    6.6132863 -0.050933721  -0.13041861  -0.18062212 
     560    93.340803   -23.980429  0.048260983   -23.932168   -1463.0408    285.46274    6.7090827    6.5782596    6.4680783 -0.049815368  -0.12755501   -0.1766562 
     570    42.819039   -23.950179  0.022139181    -23.92804   -1615.4875    267.24716    6.5632312    6.4352522    6.3274661 -0.048732411  -0.12478204  -0.17281579 
     580    85.017049   -23.961906  0.043957264   -23.917948   -1190.9273    253.05722    6.4449505    6.3192778    6.2134342 -0.047854169  -0.12253325  -0.16970136 
     590    36.163767   -23.925228  0.018698135    -23.90653   -731.19142    247.10546    6.3940219    6.2693423    6.1643351 -0.047476021  -0.12156498  -0.16836036 
     600    122.35641   -23.977976  0.063263231   -23.914713   -865.91422    250.92149     6.426768    6.3014499    6.1959049 -0.047719163  -0.12218756   -0.1692226 
     610    82.121626   -23.959744  0.042460213   -23.917283   -696.15463    261.28404    6.5140482    6.3870281    6.2800497 -0.048367224  -0.12384695  -0.17152076 
     620    138.83081   -23.989048  0.071781162   -23.917267    514.46783     273.6402    6.6151542    6.4861627    6.3775239 -0.049117943  -0.12576921  -0.17418297 
     630    89.164513   -23.960117  0.046101672   -23.914016    2022.3363    287.10012    6.7218858    6.5908131    6.4804214 -0.049910432  -0.12779842  -0.17699331 
     640    133.37541   -23.978405  0.068960498   -23.909444    3139.8585    301.35934    6.8313766    6.6981688     6.585979 -0.050723407  -0.12988009   -0.1798763 
     650    74.239144   -23.941242   0.03838465   -23.902857    3066.1755    316.26354    6.9421882    6.8068197      6.69281 -0.051546191  -0.13198687  -0.18279407 
     660    114.21252   -23.959566  0.059052505   -23.900513    2446.8199     331.7241    7.0535164     6.915977    6.8001391  -0.05237281  -0.13410348  -0.18572544 
     670    81.983092   -23.939583  0.042388586   -23.897194    1593.8491    347.71229    7.1650631    7.0253487    6.9076788 -0.053201051  -0.13622424  -0.18866257 
     680    122.66226   -23.962469  0.063421367   -23.899048    205.61949    364.21671    7.2766803    7.1347894    7.0152865 -0.054029816  -0.13834633  -0.19160155 
     690    95.258269   -23.947252  0.049252391      -23.898   -1097.1908    381.20614    7.3881092    7.2440454    7.1227126 -0.054857182  -0.14046485  -0.19453557 
     700    126.65185   -23.966302  0.065484145   -23.900817   -1608.2702    398.61725    7.4989197    7.3526952    7.2295426 -0.055679958  -0.14257161  -0.19745331 
     710    120.47327   -23.964578  0.062289568   -23.902288   -1814.9033    416.44961    7.6091152     7.460742    7.3357796 -0.056498166  -0.14466668  -0.20035486 
     720    126.09922   -23.970254  0.065198414   -23.905056   -1617.7773    434.67661    7.7185448    7.5680378    7.4412783 -0.057310688  -0.14674719  -0.20323624 
     730    115.78839   -23.965544  0.059867295   -23.905676   -758.50729    453.26631    7.8270448    7.6744221    7.5458807 -0.058116308  -0.14881002  -0.20609315 
     740     99.56877   -23.952636  0.051481095   -23.901155    165.61929     472.2466    7.9348055    7.7800816    7.6497705 -0.058916438   -0.1508588  -0.20893058 
     750    90.637744    -23.94662  0.046863392   -23.899757    522.43026    491.65521    8.0420522     7.885237    7.7531646 -0.059712751  -0.15289781  -0.21175448 
     760    85.104102   -23.946898  0.044002274   -23.902896    771.78848     511.4686    8.1486625    7.9897685    7.8559453  -0.06050434  -0.15492471  -0.21456163 
     770    114.45535   -23.971547  0.059178062   -23.912369    647.25716    531.70277     8.254732    8.0937697    7.9582045 -0.061291913  -0.15694133  -0.21735454 
     780    116.92363   -23.981091   0.06045426   -23.920636    89.215187    552.34491    8.3602024    8.1971834    8.0598862 -0.062075037  -0.15894657  -0.22013166 
     790    126.35895   -23.989701  0.065332705   -23.924369   -339.68568    573.33133    8.4647713    8.2997134    8.1606988 -0.062851468  -0.16093466  -0.22288506 
     800    100.07406   -23.975441  0.051742353   -23.923699   -571.53621    594.62557    8.5682974    8.4012208     8.260506 -0.063620156  -0.16290293  -0.22561099 
     810    83.646062   -23.965531  0.043248409   -23.922283    -812.8989    616.24302    8.6708967    8.5018194    8.3594196 -0.064381962  -0.16485358  -0.22831252 
     820    61.313171   -23.953748  0.031701398   -23.922047   -771.89208    638.11382    8.7722848    8.6012305    8.4571657 -0.065134775   -0.1667812  -0.23098217 
     830    60.212022   -23.954545  0.031132059   -23.923413   -499.47151    660.23307     8.872495    8.6994867    8.5537762 -0.065878842  -0.16868642  -0.23362079 
     840    60.703982   -23.956952  0.031386422   -23.925566   -210.14343    682.60718     8.971608     8.796667    8.6493288 -0.066614763  -0.17057079  -0.23623053 
     850    64.278981   -23.962029  0.033234842   -23.928795    82.735261    705.26011    9.0697736    8.8929185    8.7439681 -0.067343648  -0.17243714  -0.23881531 
     860    87.316274   -23.977771  0.045146057   -23.932625    404.83266     728.1868    9.1670079    8.9882568    8.8377095 -0.068065619  -0.17428579  -0.24137558 
     870     90.06799     -23.9805  0.046568806   -23.933931    545.54268    751.44058    9.2635665    9.0829325    8.9307995 -0.068782573  -0.17612158  -0.24391806 
     880    115.67853   -23.993959  0.059810493   -23.934149    538.78454    775.01987    9.3594634    9.1769595    9.0232516 -0.069494614  -0.17794481  -0.24644311 
     890    91.862369   -23.975992  0.047496573   -23.928496    466.18253    798.93452    9.4547577    9.2703955    9.1151227 -0.070202179  -0.17975657  -0.24895229 
     900    109.81107   -23.978408  0.056776779   -23.921632    320.40056    823.19379    9.5495015     9.363292    9.2064632 -0.070905659  -0.18155786  -0.25144698 
     910    71.315662   -23.949502  0.036873091   -23.912629    107.82492    847.80275    9.6437279     9.455681    9.2973047 -0.071605296  -0.18334932  -0.25392805 
     920    99.391821   -23.955142  0.051389605   -23.903752   -49.943139    872.73674     9.737357    9.5474844    9.3875705 -0.072300498  -0.18512943  -0.25639339 
     930     68.94279   -23.930088   0.03564622   -23.894442   -67.951522    897.97513    9.8303303    9.6386447    9.4772039  -0.07299083  -0.18689706  -0.25884146 
     940    135.53847    -23.95991   0.07007889   -23.889831   -14.563689    923.55599    9.9228041    9.7293153    9.5663559 -0.073677454   -0.1886552  -0.26127638 
     950    128.51209   -23.949788  0.066445964   -23.883342    62.105223    949.54318    10.015014    9.8197277    9.6552539 -0.074362122  -0.19040833  -0.26370436 
     960    193.04964   -23.983431  0.099814496   -23.883617    293.79138    975.91116    10.106872    9.9097941    9.7438118 -0.075044171  -0.19215475  -0.26612305 
     970    148.72233   -23.948987  0.076895482   -23.872091    596.76475    1002.7694    10.198752    9.9998825    9.8323913 -0.075726386   -0.1939016  -0.26854234 
     980    137.82055   -23.929362  0.071258816   -23.858104    425.75725    1030.3352    10.291362    10.090686    9.9216743 -0.076414019  -0.19566233  -0.27098083 
     990     117.7132   -23.916789  0.060862502   -23.855926    102.33043    1058.6127    10.384662    10.182168    10.011623  -0.07710678  -0.19743618  -0.27343752 
    1000     141.6956   -23.939465  0.073262378   -23.866203   -267.37697     1087.528    10.478364    10.274043    10.101959 -0.077802524  -0.19921767  -0.27590478 
    1010    161.22054   -23.964685   0.08335756   -23.881327   -854.43746    1117.0703    10.572398    10.366243    10.192615  -0.07850073  -0.20100546  -0.27838077 
    1020    128.30874   -23.959341  0.066340824   -23.893001   -1053.5601    1146.9238    10.665753    10.457777    10.282617 -0.079193898  -0.20278036  -0.28083889 
    1030    131.78021   -23.979026  0.068135717    -23.91089   -873.10761    1177.0133    10.758221    10.548442    10.371763 -0.079880479  -0.20453839  -0.28327366 
    1040    86.320567    -23.96972  0.044631236   -23.925089   -635.52767     1207.457    10.850187    10.638615    10.460425 -0.080563332  -0.20628687  -0.28569521 
    1050    89.791951   -23.983054  0.046426083   -23.936628   -307.04845    1238.2131    10.941541    10.728187    10.548497 -0.081241638  -0.20802371  -0.28810063 
    1060    54.157306   -23.969554  0.028001525   -23.941553    115.56627    1269.2657    11.032252     10.81713     10.63595 -0.081915179  -0.20974835  -0.29048915 
    1070    56.863862    -23.97224  0.029400924   -23.942839    401.38631    1300.7485    11.122723    10.905836    10.723171 -0.082586928   -0.2114684  -0.29287132 
    1080    34.817461   -23.961152   0.01800204    -23.94315    535.10926    1332.7354    11.213159    10.994509    10.810359 -0.083258422   -0.2131878  -0.29525259 
    1090    49.708278   -23.970567  0.025701197   -23.944866    577.43736     1365.257    11.303635    11.083221    10.897585 -0.083930215  -0.21490796  -0.29763491 
    1100    58.569579   -23.978104  0.030282849   -23.947821    461.43861    1398.3765     11.39431    11.172128    10.985002 -0.084603482   -0.2166319  -0.30002246 
    1110    73.746421   -23.987709  0.038129892   -23.949579    185.65196    1432.1002     11.48518    11.261226    11.072608 -0.085278196  -0.21835954  -0.30241514 
    1120    84.225909   -23.991284  0.043548213   -23.947736   -80.416448    1466.3469    11.576011    11.350285    11.160176 -0.085952618  -0.22008644  -0.30480679 
    1130    75.002787   -23.982182  0.038779485   -23.943402   -302.49528    1501.0982    11.666745     11.43925    11.247651 -0.086626327  -0.22181151  -0.30719591 
    1140     82.45289   -23.979947   0.04263149   -23.937316   -494.73842    1536.3794    11.757442    11.528179    11.335089 -0.087299755  -0.22353585  -0.30958403 
    1150    56.341408   -23.959976  0.029130794   -23.930845   -541.59116    1572.0775    11.847807    11.616782    11.422209 -0.087970727  -0.22525392  -0.31196345 
    1160    88.225821   -23.972348   0.04561633   -23.926732   -410.80796     1608.167    11.937784    11.705004    11.508954  -0.08863881  -0.22696458  -0.31433262 
    1170    62.287903   -23.952629  0.032205373   -23.920424    -180.5829    1644.7097    12.027529       11.793    11.595475 -0.089305174  -0.22867084  -0.31669569 
    1180    112.04324   -23.973984  0.057930904   -23.916053    103.92283    1681.8333     12.11735    11.881069    11.682069 -0.089972098  -0.23037854  -0.31906075 
    1190     88.77006   -23.955503  0.045897723   -23.909605    430.92285    1719.6586    12.207519     11.96948    11.768999  -0.09064161  -0.23209286  -0.32143499 
    1200     138.4995   -23.975236  0.071609863   -23.903626    636.80057    1758.4538    12.298637    12.058821    11.856844 -0.091318168  -0.23382522  -0.32383421 
    1210    97.055698   -23.949043  0.050181734   -23.898862    667.54723      1798.38    12.391023    12.149405    11.945911 -0.092004137  -0.23558169   -0.3262668 
    1220    146.62939   -23.974734  0.075813345   -23.898921    576.58393    1839.4585    12.484659    12.241215    12.036183 -0.092699388  -0.23736192  -0.32873232 
    1230     115.2696   -23.955359  0.059599063    -23.89576    343.52808    1881.8476    12.579831    12.334532    12.127937 -0.093406052  -0.23917137   -0.3312383 
    1240    147.89861   -23.972476  0.076469583   -23.896006   -8.3389405    1925.5387    12.676443     12.42926    12.221079 -0.094123402  -0.24100818  -0.33378218 
    1250    107.18277   -23.947901   0.05541784   -23.892483   -332.07628     1970.408    12.774152    12.525063    12.315277 -0.094848891  -0.24286584  -0.33635492 
    1260    103.13362   -23.944031  0.053324266   -23.890707   -534.44811    2016.2012    12.872354     12.62135    12.409951 -0.095578048  -0.24473288  -0.33894068 
    1270    84.156366   -23.936359  0.043512256   -23.892847   -616.11653    2062.9328    12.971047    12.718119      12.5051 -0.096310853  -0.24660927  -0.34153936 
    1280    104.06157   -23.953109  0.053804057   -23.899305   -540.92257    2110.5749    13.070141    12.815281    12.600634  -0.09704663  -0.24849327  -0.34414859 
    1290    115.90001   -23.965298   0.05992501   -23.905373   -347.00656    2159.3267    13.170011    12.913203    12.696916  -0.09778817  -0.25039202  -0.34677825 
    1300    112.24937   -23.970048   0.05803748    -23.91201   -82.798598    2209.2936    13.270822    13.012049    12.794106   -0.0985367  -0.25230867   -0.3494327 
    1310    117.02903    -23.97383   0.06050876   -23.913321    176.36844     2260.705    13.372973    13.112208    12.892588  -0.09929518   -0.2542508  -0.35212244 
    1320    87.039516   -23.953702  0.045002962   -23.908699    379.75821    2313.8169     13.47689    13.214098    12.992771  -0.10006677  -0.25622649  -0.35485865 
    1330    102.68703   -23.963057  0.053093361   -23.909964    458.92313    2369.0374    13.583259    13.318394    13.095319  -0.10085657  -0.25824882  -0.35765945 
    1340    84.246323   -23.953747  0.043558768   -23.910188    391.34644    2426.6448    13.692479    13.425484    13.200616  -0.10166753  -0.26032534  -0.36053531 
    1350    120.61114   -23.978928  0.062360854   -23.916567    197.01263    2486.7185    13.804549    13.535368     13.30866  -0.10249966  -0.26245604  -0.36348621 
    1360    111.82304   -23.977473  0.057817048   -23.919656   -21.164037    2549.1759    13.919168    13.647753    13.419162  -0.10335071  -0.26463522  -0.36650424 
    1370    123.38977   -23.982313  0.063797518   -23.918515   -209.49219    2614.1281    14.036397    13.762695    13.532179  -0.10422114    -0.266864  -0.36959097 
    1380    93.632992   -23.963597  0.048412057   -23.915185   -355.44681    2681.7656    14.156426    13.880384    13.647897  -0.10511236  -0.26914603  -0.37275145 
    1390    84.925231   -23.956674  0.043909791   -23.912764   -416.70146    2752.2259    14.279337    14.000898    13.766393  -0.10602499  -0.27148285  -0.37598781 
    1400    73.951728   -23.950645  0.038236044   -23.912409   -344.98102    2825.5906    14.405105    14.124214    13.887643  -0.10695882  -0.27387399  -0.37929939 
    1410    80.076292   -23.954914  0.041402692   -23.913511   -196.14458    2902.3841     14.53444    14.251027    14.012332  -0.10791915  -0.27633295  -0.38270491 
    1420     90.52616   -23.961859  0.046805698   -23.915053   -17.001338     2983.225     14.66815     14.38213    14.141239  -0.10891195  -0.27887508  -0.38622561 
    1430    84.964053   -23.958051  0.043929863   -23.914122    168.43344    3068.9557    14.807334      14.5186    14.275423   -0.1099454  -0.28152129  -0.38989046 
    1440    99.195194   -23.964727  0.051287941   -23.913439    309.44047    3160.4425    14.953033    14.661458    14.415889  -0.11102723  -0.28429136  -0.39372685 
    1450    85.545605   -23.957702  0.044230549   -23.913471    352.14464    3258.7778    15.106537    14.811969    14.563878    -0.112167  -0.28720982  -0.39776874 
    1460    122.49117   -23.978767  0.063332904   -23.915434    311.39337    3364.8374    15.268676    14.970946    14.720192  -0.11337089  -0.29029244  -0.40203799 
    1470    111.82531   -23.974223  0.057818223   -23.916405    213.64607    3479.8053    15.440629    15.139546    14.885969  -0.11464766  -0.29356167  -0.40656568 
    1480    139.70905   -23.986841  0.072235247   -23.914605    59.519119    3605.0013    15.623625    15.318974    15.062392  -0.11600642  -0.29704085  -0.41138414 
    1490    94.646815   -23.958167  0.048936244   -23.909231   -103.52275    3741.7484    15.818727    15.510271    15.250485  -0.11745506  -0.30075018  -0.41652134 
    1500    111.89176   -23.963406  0.057852582   -23.905553    -208.5365    3891.2671    16.026684    15.714174    15.450972  -0.11899916  -0.30470393  -0.42199705 
    1510    69.807176   -23.936944  0.036093143   -23.900851   -239.53549    4055.3453     16.24885    15.932007    15.665156  -0.12064875  -0.30892779  -0.42784686 
    1520     99.98996   -23.951103  0.051698867   -23.899404   -219.06295    4236.3936    16.487144    16.165655    15.894891   -0.1224181  -0.31345832  -0.43412137 
    1530    95.050298   -23.946022  0.049144861   -23.896877    -136.3152    4437.2221     16.74366    16.417169    16.142192  -0.12432275  -0.31833527  -0.44087566 
    1540    141.93228   -23.967064  0.073384749   -23.893679   -7.1516561    4661.1559    17.020718    16.688824    16.409298  -0.12637992  -0.32360278  -0.44817085 
