2019-06-24 12:56:19.575850: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX512F
2019-06-24 12:56:21.658002: E tensorflow/stream_executor/cuda/cuda_driver.cc:406] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-06-24 12:56:21.658133: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:158] retrieving CUDA diagnostic information for host: SR760-GPU-7
2019-06-24 12:56:21.658161: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:165] hostname: SR760-GPU-7
2019-06-24 12:56:21.658274: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:189] libcuda reported version is: 410.48.0
2019-06-24 12:56:21.658390: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:193] kernel reported version is: 410.48.0
2019-06-24 12:56:21.658411: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:300] kernel version seems to match DSO: 410.48.0
Info of lammps module:
  use deepmd-kit at:  /sharedext4/local/deepmd-kit-0.12.4
  source:             v0.12.4-1-ge3cd911-dirty
  source branch:      master
  source commit:      e3cd911
  source commit at:   2019-02-07 10:22:13 +0800
  build float prec:   double
  build with tf inc:  /sharedext4/local/tensorflow/r1.8.gpu.cc/include
  build with tf lib:  /sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_cc.so;/sharedext4/local/tensorflow/r1.8.gpu.cc/lib/libtensorflow_framework.so
  >>> Info of model(s):
  using   4 model(s): ../graph.002.pb ../graph.003.pb ../graph.000.pb ../graph.001.pb 
  rcut in model:      5
  ntypes in model:    2
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.949 | 3.949 | 3.949 Mbytes
     390    90.939391   -23.919153  0.047019356   -23.872134   -618.49141     560.3358    8.3218923    8.3639384    8.0503628   -0.2327969  -0.21081553 -0.088075801 
     400    179.85746   -23.961534  0.092993606    -23.86854    -2311.464    537.51513    8.2073483    8.2488157    7.9395562  -0.22959265  -0.20791383  -0.08686351 
     410    126.67862   -23.914146  0.065497987   -23.848648   -3462.9536    513.82441    8.0849538    8.1258028    7.8211552  -0.22616878  -0.20481325 -0.085568133 
     420    108.08712   -23.893901  0.055885429   -23.838016   -3738.1798    489.32841    7.9543759    7.9945652    7.6948378  -0.22251599  -0.20150537 -0.084186145 
     430      162.665   -23.924681  0.084104404   -23.840576   -2970.4794    464.21375    7.8158935    7.8553831    7.5608739  -0.21864208  -0.19799725 -0.082720499 
     440    151.36584   -23.929297  0.078262281   -23.851035   -1170.8249    438.72205    7.6701252    7.7088783    7.4198618  -0.21456435  -0.19430455 -0.081177742 
     450    226.38203    -23.98658    0.1170487   -23.869532    1052.9056    413.16331    7.5181886    7.5561741    7.2728826  -0.21031407  -0.19045559 -0.079569701 
     460    137.18294   -23.942795  0.070929147   -23.871866    3690.6911    387.80871    7.3611413    7.3983333    7.1209595  -0.20592082  -0.18647717 -0.077907571 
     470    133.59626   -23.944008  0.069074688   -23.874933    5300.2982    362.97789    7.2005559    7.2369365    6.9656137   -0.2014286  -0.18240912 -0.076207995 
     480    45.008288   -23.913103  0.023271111   -23.889832    5244.6148    338.89328    7.0376385     7.073196    6.8080121  -0.19687114  -0.17828199 -0.074483738 
     490    107.49089   -23.968986  0.055577152   -23.913409    3842.7626    315.72025     6.873429    6.9081568    6.6491604  -0.19227754  -0.17412213 -0.072745806 
     500    90.432357   -23.969404  0.046757198   -23.922647    1758.3084    294.12925    6.7130318    6.7469492    6.4939967  -0.18779058  -0.17005884 -0.071048222 
     510     98.48929   -23.967075   0.05092296   -23.916152   -320.49884    275.53529    6.5684824    6.6016695    6.3541638  -0.18374695  -0.16639702 -0.069518366 
     520    86.039188   -23.952643  0.044485751   -23.908157    -2032.844    261.40352    6.4542102      6.48682    6.2436201   -0.1805503  -0.16350221 -0.068308952 
     530     50.95046   -23.925039  0.026343455   -23.898696   -3201.1706    252.74346    6.3821343    6.4143799    6.1738959  -0.17853405  -0.16167633 -0.067546127 
     540    73.795943   -23.938226  0.038155497   -23.900071    -3413.684    250.62416    6.3642458     6.396401     6.156591  -0.17803363  -0.16122317 -0.067356801 
     550    76.125148   -23.949836  0.039359791   -23.910476   -3035.3793    255.95328    6.4090383    6.4414198    6.1999221  -0.17928666  -0.16235788 -0.067830869 
     560    123.94528    -23.98937  0.064084741   -23.925286   -2513.6626    267.99177    6.5079837    6.5408651     6.295639  -0.18205456  -0.16486443 -0.068878069 
     570    80.934171   -23.970998  0.041846251   -23.929152   -947.90816    283.77048    6.6332807    6.6667951    6.4168477  -0.18555962  -0.16803853 -0.070204166 
     580    90.149831   -23.969976  0.046611121   -23.923365    937.63725    301.06511    6.7653891     6.799571    6.5446457  -0.18925523  -0.17138519 -0.071602352 
     590    47.586107    -23.94034  0.024603948   -23.915736    2319.9918    319.43689     6.900295    6.9351585    6.6751498  -0.19302909  -0.17480271 -0.073030146 
     600    91.691388   -23.964481  0.047408168   -23.917073    2616.6052      338.907    7.0377334    7.0732914    6.8081039   -0.1968738  -0.17828439 -0.074484743 
     610    120.22398    -23.98466  0.062160676   -23.922499    2002.2958    359.46033    7.1772205    7.2134832    6.9430398  -0.20077582  -0.18181797 -0.075961022 
     620    111.92657    -23.97689  0.057870577   -23.919019    1076.7658    381.04883    7.3181197    7.3550943    7.0793416  -0.20471733  -0.18538732 -0.077452247 
     630    95.763947   -23.960886  0.049513846   -23.911372    174.56766    403.60975    7.4597885    7.4974789    7.2163881  -0.20868038  -0.18897616 -0.078951617 
     640      75.7922     -23.9445  0.039187643   -23.905312    -482.1806     427.0629    7.6015691    7.6399759    7.3535426  -0.21264656  -0.19256784  -0.08045217 
     650    113.66112   -23.960861  0.058767413   -23.902094   -897.52217    451.33986    7.7429632    7.7820844    7.4903232  -0.21660192  -0.19614973 -0.081948632 
     660     104.8146   -23.952388  0.054193402   -23.898195   -988.16281    476.36145    7.8834836    7.9233147    7.6262587  -0.22053284  -0.19970948 -0.083435847 
     670    179.98634   -23.986708   0.09306024   -23.893647   -614.68514    502.07369     8.022846    8.0633812    7.7610739  -0.22443137   -0.2032399 -0.084910807 
     680    125.48607   -23.934605  0.064881389   -23.869724    136.20466    528.45462    8.1609716    8.2022047    7.8946927   -0.2282953  -0.20673898 -0.086372677 
     690    154.85399   -23.914805  0.080065799   -23.834739    747.18858    555.56419    8.2982029    8.3401294    8.0274463  -0.23213422  -0.21021542 -0.087825081 
     700    219.42931   -23.935134   0.11345386    -23.82168    476.97733    583.50001    8.4350227    8.4776404    8.1598019  -0.23596162  -0.21368142 -0.089273131 
     710    294.59255   -23.980109    0.1523163   -23.827792   -528.71214     612.3034    8.5715927    8.6149004    8.2919159  -0.23978203   -0.2171411 -0.090718537 
     720    218.34656   -23.929842   0.11289403   -23.816948   -700.39036      641.744    8.7068268    8.7508178    8.4227375  -0.24356507  -0.22056694 -0.092149804 
     730    140.79498   -23.890582  0.072796718   -23.817785   -677.42173    671.78572    8.8406234    8.8852904    8.5521686   -0.2473079  -0.22395636 -0.093565857 
     740    179.91656   -23.937641  0.093024163   -23.844617   -291.35845    702.25209    8.9722971    9.0176294     8.679546  -0.25099135  -0.22729201 -0.094959443 
     750    164.95543   -23.960921  0.085288652   -23.875632    174.72531    733.11691    9.1018648    9.1478517    8.8048861  -0.25461588   -0.2305743 -0.096330739 
     760    180.60624   -23.992504  0.093380754   -23.899123    579.00925    764.35976    9.2293668    9.2759979    8.9282279  -0.25818263  -0.23380426 -0.097680172 
     770    72.590542   -23.934196  0.037532256   -23.896663    888.23786    795.93325    9.3547356    9.4020001    9.0495061   -0.2616897  -0.23698018 -0.099007029 
     780    86.508554   -23.949627  0.044728433   -23.904899    620.33411    827.92407    9.4784241    9.5263136    9.1691589  -0.26514976  -0.24011354   -0.1003161 
     790     97.92646   -23.967335  0.050631954   -23.916703    148.28187    860.23427    9.6001543    9.6486588    9.2869173  -0.26855505  -0.24319729  -0.10160445 
     800    125.34962   -23.990158   0.06481084   -23.925347   -382.73501    892.84148    9.7199512     9.769061    9.4028054  -0.27190625  -0.24623206  -0.10287233 
     810    98.460675   -23.974214  0.050908164   -23.923306   -834.12132    925.69026    9.8377217    9.8874265    9.5167332  -0.27520077   -0.2492155  -0.10411877 
     820     57.00468   -23.950032  0.029473733   -23.920558   -948.91428    958.66705     9.953181    10.003469    9.6284253  -0.27843063  -0.25214039  -0.10534075 
     830      58.5278   -23.951109  0.030261248   -23.920848   -834.27716    991.77637     10.06647    10.117331    9.7380182  -0.28159979  -0.25501031  -0.10653976 
     840    57.360638   -23.953443  0.029657778   -23.923786   -548.50949     1025.025    10.177727    10.229149    9.8456445  -0.28471208  -0.25782872  -0.10771726 
     850     117.1229   -23.990112  0.060557294   -23.929555   -119.69828    1058.4828     10.28728    10.339257    9.9516235  -0.28777674  -0.26060401  -0.10887673 
     860    93.253723    -23.98029  0.048215959   -23.932074    342.27178    1092.2331    10.395477    10.447999     10.05629  -0.29080342   -0.2633449  -0.11002184 
     870    105.95984   -23.985665  0.054785537    -23.93088    734.64975    1126.3847    10.502714    10.555779    10.160028  -0.29380329  -0.26606152  -0.11115681 
     880    70.978624   -23.955371  0.036698829   -23.918672    1023.1165     1161.009    10.609246    10.662848    10.263083   -0.2967834  -0.26876024  -0.11228429 
     890    90.390405   -23.957032  0.046735508   -23.910296    1014.2975    1196.2777    10.715603    10.769744    10.365971  -0.29975866  -0.27145456  -0.11340995 
     900    97.869853   -23.959121  0.050602685   -23.908518    692.78406    1232.2908    10.822071    10.876749    10.468964  -0.30273698  -0.27415166  -0.11453676 
     910    116.12726   -23.969637  0.060042504   -23.909594    172.53414    1269.0629    10.928663    10.983879    10.572079  -0.30571879  -0.27685192  -0.11566489 
     920     135.1278   -23.971156  0.069866558   -23.901289    -404.4786    1306.5764    11.035302    11.091058    10.675239  -0.30870193  -0.27955338  -0.11679352 
     930    106.92286   -23.941537  0.055283459   -23.886254   -859.08103    1344.7406    11.141717    11.198011    10.778182  -0.31167879  -0.28224915  -0.11791978 
     940    146.98245   -23.949975  0.075995893    -23.87398   -1088.4595    1383.5443    11.247871      11.3047    10.880872  -0.31464833   -0.2849383  -0.11904327 
     950    113.26308   -23.922539  0.058561609   -23.863978   -1049.2354    1422.9494    11.353657    11.411021    10.983206   -0.3176076  -0.28761816  -0.12016287 
     960    180.28384    -23.95595  0.093214062   -23.862736   -796.76321    1463.0332    11.459281    11.517179    11.085384  -0.32056232  -0.29029388  -0.12128075 
     970    187.89315   -23.963089  0.097148385   -23.865941    -201.7446     1503.772    11.564672    11.623102    11.187336  -0.32351052   -0.2929637  -0.12239617 
     980    198.27673   -23.961237   0.10251712    -23.85872    440.32709    1545.5829    11.670875    11.729841    11.290073  -0.32648145  -0.29565411  -0.12352018 
     990    147.04253   -23.922454  0.076026957   -23.846427    867.78123    1588.8282    11.778725    11.838237    11.394405  -0.32949846  -0.29838624  -0.12466163 
    1000    133.64237   -23.926708  0.069098528    -23.85761    951.83795    1633.7055    11.888596    11.948663    11.500691  -0.33257199  -0.30116956  -0.12582446 
Loop time of 11.7054 on 1 procs for 1000 steps with 5 atoms

Performance: 14.762 ns/day, 1.626 hours/ns, 85.430 timesteps/s
331.2% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 11.511     | 11.511     | 11.511     |   0.0 | 98.34
Neigh   | 0.00076652 | 0.00076652 | 0.00076652 |   0.0 |  0.01
Comm    | 0.0035563  | 0.0035563  | 0.0035563  |   0.0 |  0.03
Output  | 0.1766     | 0.1766     | 0.1766     |   0.0 |  1.51
Modify  | 0.010267   | 0.010267   | 0.010267   |   0.0 |  0.09
Other   |            | 0.003146   |            |       |  0.03

Nlocal:    5 ave 5 max 5 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    53 ave 53 max 53 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    0 ave 0 max 0 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 0
Ave neighs/atom = 0
Neighbor list builds = 58
Dangerous builds = 2
Total wall time: 0:00:15
